u,i
1862,927
2765,2421
1832,2216
1295,1045
2524,1800
2157,286
2986,1831
2000,1800
1735,2283
1895,286
3980,2689
766,2421
351,2179
2574,574
5757,2191
3418,2427
658,609
1200,2878
4142,2458
4538,2458
4228,1478
1554,932
2344,1051
5336,2438
5855,3003
1686,1051
201,141
2305,2786
4151,1231
5634,1314
4674,252
2163,1390
2717,2730
4966,2346
2292,1800
4551,1350
3876,1935
4031,1314
4786,2910
5116,570
3750,1072
534,2421
118,1045
3932,2998
3186,2427
1133,2191
2112,1051
3652,1668
2967,1565
3712,1719
4308,252
4826,1935
22,933
1892,2216
2281,1237
3105,2438
4046,252
4442,252
4956,473
1735,1478
5056,2397
4689,883
5635,761
3403,1314
564,2421
1335,2298
4972,417
5361,1690
5485,1756
2931,1504
1181,1831
90,286
434,96
1308,852
2211,2346
3627,1207
1781,1072
1132,2878
3701,1910
2639,1103
777,435
3713,200
623,1688
1743,1719
4210,252
5418,130
5509,248
1713,3008
5918,1207
4636,2346
238,2786
4968,833
4049,2778
5799,761
1862,2350
3302,1797
4897,2121
3040,1797
2333,1935
5623,535
1338,852
2458,883
4638,140
1472,852
2320,2639
5837,464
1041,1797
3257,1273
3742,3008
5411,63
1701,1843
1350,862
3731,2095
3335,2095
5250,2589
5945,936
45,1051
5599,299
5122,2589
1877,3008
3990,1797
275,1513
4728,972
2899,252
1171,2028
2281,1371
4046,386
5337,299
3466,1797
5547,1829
255,1800
1824,903
4219,2034
1598,1314
1388,1504
364,1935
3237,1910
5049,771
5852,2815
623,883
406,2346
645,642
1146,2910
3090,170
5534,1565
5802,1008
25,1688
1911,498
3535,1752
5290,79
2752,1114
5414,2589
761,1756
5243,2707
4919,1829
1621,170
2527,1935
4810,2825
4860,2188
5094,140
443,2386
5175,1260
3029,833
5615,1532
2652,883
5104,2548
5709,413
1650,1073
5222,2769
494,3105
3336,761
5714,2477
232,3105
5020,2820
4886,376
5027,1547
266,1935
2599,2188
3103,1
4058,1685
391,883
174,2346
5659,1989
1536,1910
4889,1024
4534,2553
4128,1865
4241,1742
2536,2778
5134,2548
3193,833
3532,299
3210,248
4053,1691
3628,761
40,252
73,200
2144,453
2808,433
2863,140
4002,413
1101,642
5222,1614
4960,1614
3919,2630
932,833
1620,1207
4208,289
4681,2199
5760,2421
4166,2507
5129,1800
3243,546
1560,2095
116,1186
4083,1691
2689,2589
4525,2036
4871,983
2042,2778
3181,3051
4640,2548
1247,63
2169,2553
4743,983
1042,1351
5397,275
3039,1655
847,883
234,2346
3608,1583
43,2778
3508,413
4468,2441
5194,855
4910,1096
3812,824
4330,2507
4588,1045
2430,1547
2564,1547
1583,2614
766,140
4904,527
784,3163
3668,1075
4084,2451
3346,1024
5343,1328
1000,1475
5181,2498
5477,1328
3751,2241
3431,2825
4570,2344
5277,2960
5010,2616
2381,1281
3169,2825
3138,1260
4979,1051
2876,1260
2308,1742
3380,793
5417,2216
40,386
1165,761
4300,1702
1299,761
1077,2634
166,2188
5584,609
534,140
3674,2179
1590,2630
3623,901
4466,2344
5803,433
1174,473
1060,2815
2101,2553
5890,2786
1853,2451
5143,1051
1841,936
1882,1691
3410,793
70,386
3611,2769
2482,932
2220,932
5377,2386
5353,1800
430,140
645,1260
330,2188
220,330
564,140
1743,1532
2527,1614
3461,2421
4358,717
1283,1547
5496,3017
1021,1547
1867,2507
4439,1056
266,1614
4332,435
5586,2910
1040,1008
1406,3051
5007,1513
2603,296
1701,1656
3258,1688
4378,1719
1219,192
1303,829
2437,758
5383,1800
1031,141
866,2548
413,1260
3746,1250
1965,1702
5021,2350
3135,1096
3276,2267
4062,3176
4702,1816
2873,1096
5330,3105
4672,3105
2289,1045
2726,1800
3122,1800
4627,1642
4400,3171
3980,1831
2471,527
4711,589
1485,1250
1230,2421
4790,882
5354,2910
552,1045
2849,1641
3568,574
5889,1756
4736,2339
5605,1997
80,1989
3127,3083
3375,933
2748,2498
2676,932
2841,2689
3029,296
1798,2878
296,2553
2839,2616
3235,2616
1061,141
199,2620
137,1742
3165,2786
1675,1532
2776,1513
3547,1390
4032,2371
5534,252
40,1809
5859,574
4702,3105
3152,1800
5430,2346
2785,286
2959,1405
722,1614
4399,852
4872,1072
1656,2421
5930,721
642,1096
2896,1056
5623,2926
2273,1831
5657,1756
1287,1800
3133,2689
5922,1273
1245,608
1286,609
2685,55
4438,1719
126,1179
549,2036
3961,1565
1349,2651
5501,2182
5158,1816
3494,2853
3074,2267
445,932
3179,1529
5345,1642
2905,2458
140,296
5441,1350
5045,1350
5250,2536
1196,2786
3087,1940
2583,717
5945,883
494,824
5122,2536
2422,1523
5120,1989
3366,574
1937,3171
5244,1186
839,455
713,2036
4391,2438
681,2498
1815,2427
1596,1565
400,758
3165,2920
5362,2346
2722,2350
1478,563
917,2216
3613,2521
2708,200
3277,882
474,1646
2757,2536
3054,1776
10,199
416,1641
1701,985
4182,170
4,2636
596,296
410,1072
3409,1186
5876,473
4489,98
2751,1186
2341,3008
3000,200
5200,2553
3636,1350
4818,2259
3357,1935
1139,2386
5640,2825
5294,2188
886,1940
1966,852
2854,1314
4032,761
350,1179
128,2298
700,1935
3933,1
1266,2346
3943,3163
2781,1186
2232,1910
4936,386
2558,390
1126,996
1565,2386
536,1719
1570,2730
3383,473
3387,1935
4490,299
4968,2553
5720,2188
3295,2346
4720,761
4446,1690
5773,1260
1961,1797
5430,2614
70,199
3616,2926
434,3105
4906,2614
57,903
1251,883
2641,2495
2401,3008
2511,2614
2115,170
4369,130
5250,1865
4212,1644
5394,2553
454,1478
2276,1027
5750,2188
5101,1742
3936,248
548,2079
854,2351
3734,299
5138,1809
1039,1350
4050,535
894,1935
1326,2346
2878,2034
3857,140
4378,1532
4913,2630
126,1797
372,1072
4193,1752
3842,771
4764,2507
5418,1045
2949,1685
5686,2553
410,2495
4345,79
4768,936
3425,833
4681,1691
3131,386
629,1078
5543,932
4827,1516
1064,252
319,98
1981,1644
2757,1865
3163,2553
439,200
5207,983
587,852
1490,2346
3004,1742
2641,1690
2250,2034
2885,330
3400,1742
3625,140
4943,2630
870,386
4015,2769
290,1797
2456,1910
5710,1045
3679,376
5914,286
1492,140
1230,140
5803,455
4340,1024
334,3008
2932,2778
5835,932
5499,983
2703,474
3193,2553
3131,1675
5072,2636
4478,2651
4438,1532
2191,299
3034,1742
2280,2034
1929,299
1607,248
3665,2548
4799,2477
2147,1690
5941,2267
58,1797
932,2553
4160,275
2735,2614
5612,1045
5006,1989
2019,192
1656,140
2895,1583
5398,527
26,761
413,1207
4009,79
5284,1179
1982,1064
3935,1096
342,2495
2563,2507
2301,2507
5925,983
3922,2554
5718,882
2733,474
2483,1989
1700,1351
2175,1644
4059,2825
1748,79
24,873
3064,1742
3360,572
1713,1024
2439,1690
2802,1742
364,1695
3664,983
439,2778
1064,386
4171,2477
5575,2267
1296,1675
1645,1829
3639,2616
700,2553
4420,737
803,1742
2281,1481
2663,1583
3370,2199
5290,2283
4180,1250
1038,2548
2067,771
3507,218
1750,1064
2118,3180
5267,609
5724,296
5371,932
481,2630
1950,2815
2346,2815
4077,748
1516,79
5375,1051
3228,1742
594,63
1877,1024
3797,1862
5158,824
3561,3083
3083,829
502,474
3036,983
3131,1809
3542,589
2124,1655
1797,1260
2955,1583
633,2620
1244,330
3582,927
3186,927
309,1742
342,1690
1476,1619
3814,2216
4244,1800
1716,2769
3848,1800
3982,1800
4273,286
3593,527
5912,882
3431,2451
2531,474
4919,2878
4950,2191
5650,882
5702,1072
3504,455
5857,2114
2075,608
3699,2616
339,79
851,1917
1961,1260
1565,1260
2243,192
2408,2703
1303,1260
4032,1513
4381,2421
5126,323
169,3051
3770,2267
4734,2630
1275,932
5373,200
970,296
4012,1800
5132,1831
5581,903
536,1532
1613,927
2120,2421
4813,3017
1184,2507
3804,2036
1937,1024
4330,1328
4772,2427
3390,2396
3681,882
3741,933
4574,1688
4195,1103
2999,296
3078,589
5083,1565
977,1625
3570,1051
3933,1103
5530,3008
839,1691
4309,1390
3913,1390
5799,200
5854,3105
3381,1529
1571,1051
3253,2283
3525,527
1777,927
5366,1072
4581,3017
1673,2267
2967,199
3015,1179
4302,1350
3839,128
4023,1935
3235,953
786,717
3370,589
144,1250
2582,3017
4225,1103
4409,2910
1102,2451
5039,862
5159,1910
4057,2458
1335,932
2560,2477
1894,2616
796,2344
5225,1217
2028,2616
2033,2960
3463,1719
4989,2438
5453,852
112,2651
3804,1231
1980,855
3327,1831
2869,199
1974,286
3338,3121
5492,1719
5585,1910
5323,1910
4044,1068
1740,55
3493,1719
2507,1688
5745,852
3253,1478
2620,1565
2969,1719
3117,2371
3201,3008
1214,1702
954,2529
1807,2216
3961,252
4183,3105
4083,1935
1975,1800
3095,1831
4332,2639
3729,2346
706,1646
854,2298
1210,1179
1351,2350
2025,574
1323,1056
5468,170
858,2417
4561,1186
3855,2458
5011,2146
990,2344
816,2191
4253,252
3991,252
2788,2438
4247,1935
1000,1719
3524,1540
415,2786
3415,2536
2990,852
509,2421
5571,1207
2742,1504
247,2421
2214,3105
422,3176
3383,2998
2382,2689
1284,2417
5766,2614
1005,3002
2507,883
1077,2878
5347,2630
5722,2507
722,435
452,574
3919,3008
4607,376
2093,1997
4617,1064
5169,1577
4109,2351
3371,170
1624,2458
4155,252
2914,2146
1030,1719
5514,299
4641,2589
5336,1690
4223,386
4360,3101
5086,761
1882,1935
5560,1583
1494,1072
1318,2536
5886,2507
5624,2507
4803,1577
4185,252
2098,1186
1134,1668
5544,299
3193,2850
4671,2589
4826,248
5767,2034
3628,2778
5378,761
1465,2182
5467,1742
5116,761
3411,1797
1823,200
2012,2351
1299,200
2612,2346
5074,535
4117,2188
1240,3003
5454,756
2429,2639
3021,299
3105,1690
5046,2651
5328,1583
5886,413
2903,2495
3431,2614
4405,376
1371,1207
37,2910
2558,16
2697,1114
2733,771
902,1668
3655,2507
5312,299
4486,2435
4494,2296
3393,63
4315,2553
1345,3177
4998,1829
4923,1655
4527,1655
2380,2346
4171,330
5432,1532
3632,1742
3670,2034
5684,2507
3991,2614
3595,2614
4462,2199
2120,140
1910,330
5079,855
2842,1064
440,2926
2501,771
190,1997
5768,1831
4209,972
5215,1655
3415,1865
4953,1655
555,2095
884,873
3924,1742
4626,1260
2903,1690
4223,1809
5427,2477
119,252
241,1935
1082,2551
3305,192
1216,299
104,883
1303,1207
2141,2306
1050,761
1473,1618
2022,2614
1340,2028
951,1
2518,1475
3072,2815
1126,756
532,771
1418,2850
4350,1742
4412,2620
1588,2507
4646,572
2636,972
2419,2435
1761,2435
4232,932
9,1935
3013,141
1318,1865
2089,1742
528,248
588,299
662,248
2969,1532
4019,824
5104,1800
5343,96
642,535
711,140
3403,1989
4475,286
1132,170
5284,455
3186,1008
1150,187
2017,2778
107,376
2767,1024
2008,972
1743,1455
5487,2477
4468,2498
4396,932
4764,1328
4456,983
3518,2878
2365,455
2456,2825
5058,1051
2163,1260
618,299
1499,2034
5637,2421
143,972
1029,3051
2092,2548
4623,1096
2840,721
5292,2386
345,140
1262,1532
2180,1614
2832,79
5580,574
1648,2507
631,3163
3993,1831
2401,1024
4354,1056
725,546
367,838
2046,2553
1650,2553
4121,296
2099,1625
1536,2451
5681,1565
1529,2034
858,1075
1961,1691
4771,2283
588,433
1030,1532
247,140
3645,717
1267,721
1812,2507
2464,218
3037,1800
2379,1800
3499,1831
3974,2878
4547,296
4705,882
1145,2421
3442,3017
4500,2170
5577,1565
131,1096
5812,2371
2529,2498
4389,2339
1911,1173
868,608
5453,2438
5849,2438
2461,1051
5138,1114
4143,2283
549,2548
1485,18
2422,1096
2962,286
3729,199
2361,820
2409,1800
2072,717
5038,883
1065,2815
1906,1179
2040,1179
302,2267
235,1045
334,1024
764,608
1822,3171
2316,296
1839,2586
1820,2344
2887,1051
3372,2786
4771,1478
5521,2730
3480,1565
5947,852
116,572
3600,2421
4734,2350
5083,252
2593,2267
2727,2267
3097,1800
4385,3105
4681,1935
5810,1520
390,3026
2597,2386
2573,1800
1828,1646
1912,2283
4641,2536
1279,2370
4949,2689
5247,2346
2619,455
3240,3017
2211,2350
2579,1056
2723,2498
2816,2689
1986,3171
3280,1103
3001,1688
1645,2878
3772,1565
1473,142
4061,1668
4143,1478
3114,1565
4763,1186
1120,2498
803,2791
3717,323
5073,3105
128,932
4589,252
2192,2458
5948,299
4960,2639
5015,2346
466,927
2004,717
973,2421
362,2267
832,2216
2678,3105
355,1096
3311,574
866,1800
3404,3017
237,286
2460,933
2033,2586
1675,2878
4285,1719
3540,1565
5061,1940
3674,1565
3278,1565
5071,376
1184,1328
5662,63
115,296
4666,98
4270,98
5889,1008
3623,287
3781,873
1305,2786
2256,3008
1875,2350
2603,837
3417,1350
2257,200
5545,417
5946,761
3943,642
765,2283
1754,1831
3547,642
372,1800
1881,852
379,527
1941,903
3001,883
4670,1910
814,455
1870,2191
4146,1910
4657,2614
3239,2926
4273,1685
133,471
5307,252
5028,837
1528,2427
3878,2095
1335,2786
3527,1114
1658,1719
5271,972
892,2216
4144,524
4023,1695
2784,252
3319,1350
5869,140
3472,2346
1266,1114
2849,3121
2023,1093
3542,833
3485,299
1649,852
4626,1207
4628,2034
5943,1752
924,1350
263,1641
662,1350
2623,1997
4170,2095
1427,2910
1031,2910
539,758
618,1051
1762,1668
2464,1186
5571,833
5664,1024
3857,63
4127,1644
765,1478
2451,200
5309,2553
5269,2188
4641,1865
568,2627
5637,140
3589,248
2863,144
4492,1742
1906,1797
2372,2536
3463,1829
586,200
4851,2614
692,1350
979,2346
1999,1207
4370,1752
5729,79
4941,2507
1823,981
5646,2296
1312,1997
2590,2614
5339,2553
757,1186
2961,837
2073,2095
3895,1644
5383,2825
5748,1260
4277,248
629,1940
1415,2095
3998,833
3545,299
367,1940
4433,761
501,1940
3753,248
4171,761
5031,1619
234,2350
1674,1797
5122,983
5891,2477
220,200
3434,2188
3518,2825
839,1935
4072,1
1350,2639
5514,275
2561,2034
2029,1207
2800,330
403,2536
632,144
1776,761
2163,1207
4044,2117
2059,2547
3460,376
5027,1096
5275,2918
2224,2614
5462,1024
5759,2708
5809,2825
563,1478
4711,2553
279,1719
263,1186
3751,2245
17,1719
3379,2639
4028,833
5210,1742
5272,2620
3387,248
3528,1419
2052,63
5856,1328
992,837
4106,1655
4830,932
2615,2620
2553,1742
2591,2034
4313,413
3050,2548
2324,1690
2401,1910
4364,2630
2388,2614
3804,1475
3554,546
3700,2815
1193,3163
3558,1419
5886,1328
3661,608
3138,2553
777,252
3874,1655
4920,983
3547,1260
2583,1742
2621,2034
4739,413
2321,1742
2359,2034
5863,563
1164,1829
1233,2188
2993,859
1568,192
4407,3057
1105,2188
4859,1646
5220,1625
1737,2630
3919,1024
3984,1419
1138,1547
5916,1328
553,2614
4813,712
1955,1577
5797,882
2046,1695
5449,2616
4981,296
5187,2616
5948,1051
5636,1688
2372,1865
1508,299
1417,1901
4285,1532
4739,1702
4512,2477
4677,824
47,1695
1473,1244
3421,932
5496,927
5747,2458
2689,983
5325,1045
5943,2370
5366,1800
2830,464
4755,1646
390,2034
5791,286
2425,2630
2812,824
4290,563
2672,2507
1423,376
3897,1800
3501,1800
4246,2708
321,2614
3239,1800
3530,286
4438,2878
2936,2553
5173,2344
3380,1281
5431,882
1719,2589
1856,608
1333,2553
3377,983
2912,2344
3903,275
5131,1529
403,1865
413,2553
3376,758
516,1742
4931,717
1658,1532
1436,2651
4906,2350
3927,1800
4651,1831
3956,286
1101,1614
1925,2815
4895,2191
328,2630
1283,1096
307,2507
2900,1179
1883,2589
45,2507
2619,1691
2808,2344
2546,2344
1550,1625
1758,608
2699,2586
443,2553
1575,1655
284,1742
2872,824
5635,2351
1588,1328
1383,2616
2823,1871
3986,286
2972,1405
2910,527
4868,903
5281,1072
5711,2346
5415,1072
1447,1096
4141,574
3073,2396
3412,2616
669,1179
5796,1114
5347,3008
5808,185
2558,260
5362,2350
5799,2351
854,932
3309,2114
592,932
5850,1350
5160,903
1285,2616
5234,852
4898,903
1295,1614
4636,903
5364,144
1833,2421
2666,3176
2960,1179
3046,199
3851,1350
1755,286
1703,96
4485,2427
4619,2427
2131,3017
2788,1072
2265,3017
3545,1051
3908,1103
3371,898
2180,435
1104,2396
5774,200
975,296
3012,1719
1181,2616
3836,2920
4245,873
181,435
3784,286
279,1532
1022,1051
5136,852
5905,2346
17,1532
867,1702
1648,2267
1252,2267
4277,1350
4862,283
5681,386
1064,2216
2277,2438
2814,199
1785,286
3474,2689
2748,1831
3212,2689
5024,1550
4122,2910
5115,1668
729,1179
4072,1103
4227,2926
1940,574
1286,2036
5011,3008
615,1831
4665,2371
353,1831
1812,1328
2562,328
509,2344
4399,2629
1314,1051
4402,2146
1448,1051
3294,1940
1126,1000
118,1964
2303,1565
5577,386
5558,144
2885,200
1682,2386
5748,1207
424,2421
28,2421
785,1646
1007,527
1155,1179
2325,3017
2760,2191
3629,883
4570,417
5465,330
4129,2926
383,1831
3045,862
4244,1186
3848,1186
1169,296
3586,1186
1824,1688
2595,1565
3324,1186
4828,2146
3657,837
2733,2438
5773,2553
967,1478
5033,299
683,1719
4862,417
4989,1690
218,1390
2396,574
2559,1504
613,199
439,2298
3333,898
5711,2614
4193,1756
4919,170
1839,2346
1278,589
1357,882
2909,570
94,3017
1508,1051
2652,1668
2786,1668
5405,63
1898,2926
4718,1577
5009,63
2598,2371
7,1328
5929,972
3687,837
583,2427
1703,2458
5543,936
4801,299
3947,2639
2457,1577
4539,299
5382,1742
502,2438
4607,433
3547,1207
5405,413
1026,903
2220,883
4004,140
5435,2507
3346,2614
2933,1
4500,1475
2275,1
3225,2095
5833,2553
3689,2199
5835,936
5585,2451
1519,1186
5323,2451
2238,873
970,1910
4888,833
4230,833
5882,1691
2960,1797
1473,252
1743,1833
3644,1675
2365,833
1716,2639
1016,1504
2800,761
4828,2630
5917,1096
5203,63
2993,2095
3091,2630
4018,546
1169,1719
4849,474
5570,988
1000,1910
4656,833
5442,1742
5838,1742
1620,837
2735,524
5720,932
2523,79
2151,473
4541,1260
2519,2589
2674,248
3243,2620
3577,1742
2412,248
3458,330
5423,187
5342,2477
2301,417
4694,1475
2908,1583
4028,1614
1480,1207
953,1690
4552,79
4282,218
634,1910
2931,1752
2119,376
4810,2589
2253,376
4913,1024
3758,972
3892,972
3288,1989
1041,756
2880,474
5884,932
3518,2451
2322,1644
4175,1260
4309,1260
2172,2639
3211,1742
3244,1690
711,63
4207,983
1705,1675
3012,1532
5615,1646
5329,1060
5771,1405
4804,2370
5635,2298
3790,1045
3136,2507
3850,1096
4943,1024
2737,546
500,1
5481,1831
3017,2815
3044,474
530,2095
5609,296
3699,2620
4067,572
2286,1024
450,1577
4941,1328
1797,2553
4870,2616
1931,2553
4608,2616
1629,2188
2954,2651
3071,18
1257,330
1114,1742
763,761
1976,983
4538,1096
5799,2298
2454,1547
4276,1096
4787,1800
1485,1685
1743,223
5249,1831
1137,413
1961,1614
2243,546
3181,2815
579,1583
4027,1523
3760,1179
2898,248
2619,833
3479,1691
3200,24
524,2815
1565,2553
1899,1675
517,1644
5023,737
1468,2620
1922,2036
1473,520
3751,1066
96,833
2909,2477
4387,2216
223,608
4421,1800
174,1655
1991,1614
869,756
683,1532
5523,2191
3656,1179
5617,1072
3172,2298
2742,1024
4299,1056
4347,2036
5135,1328
2117,972
4983,1688
547,1644
3888,933
5841,1719
1335,936
581,474
650,79
2534,1260
481,1024
4168,1512
742,3051
1475,2636
2273,2616
1077,1809
4551,2216
2562,275
4852,1390
4189,1800
753,2651
4058,2283
639,1583
2955,2421
5808,266
1069,413
5909,1072
5949,2191
3510,199
3336,2298
2510,1024
4769,574
2219,286
426,1475
4698,1862
5426,1103
4539,1051
418,79
3040,435
280,2589
2904,1328
2508,1328
510,3051
109,2707
1671,3083
2012,932
565,1260
921,141
3684,1668
5862,852
4172,2920
5922,903
3358,717
2797,2370
2857,2421
5438,524
4741,1350
4068,1816
3137,2438
4097,1056
2354,1800
4594,1862
4890,692
1743,1646
2092,1800
5024,692
3766,3171
443,2179
5216,862
5453,2495
5424,1565
5028,1565
3751,1550
3789,1842
1994,2396
5824,2438
2983,2910
2078,589
669,455
1164,2878
2083,933
5758,98
333,1260
3378,1719
1169,1532
3163,1565
179,793
5864,524
4330,3105
2542,2386
5192,2346
422,3180
3717,2124
4682,2998
3842,1072
5762,1910
3599,1314
5896,1910
2176,2036
2365,1935
519,1800
1604,1056
1716,1297
5104,1186
1533,2344
4140,1668
4432,3008
902,2477
2344,307
4171,200
5310,473
370,2616
3016,1114
4781,883
5039,2639
2021,2283
2057,1940
5727,761
4187,144
5849,1690
3760,1797
3364,1797
1528,2350
1299,2298
5031,1997
2269,1072
5319,2629
1611,1072
5869,63
31,1056
1835,1719
1513,1668
4990,2346
2483,1940
3429,852
5757,761
5886,417
5891,761
4614,2998
710,563
4758,2188
1678,200
2729,2346
4541,1207
2519,2536
2811,2910
5483,2629
4041,2547
371,2036
460,3017
4206,2614
3433,1910
4340,2614
3397,1
570,933
3751,2973
5148,838
5936,130
762,1103
550,2910
879,1688
533,1051
5772,1419
992,1565
271,1051
1489,2371
1969,3008
3395,2557
4171,2778
2595,252
4138,386
1392,2438
5530,2825
1488,2146
371,2386
118,1940
2723,2689
4309,1207
3913,1207
2067,1072
1148,3017
2516,144
62,1816
160,3105
3842,2495
5418,2769
32,3105
2661,2188
460,1862
3910,2629
5644,79
3142,771
2844,1114
3276,771
5347,1024
3802,63
1701,1099
4371,2435
5684,417
2497,252
2619,1935
4699,1742
5841,1532
4733,572
5901,1583
1871,729
1988,1314
2303,386
4163,981
1012,473
62,3105
3059,140
879,883
3200,2065
1429,761
1873,2495
5808,79
1494,1910
23,898
599,1997
1877,2614
1743,170
2527,252
5693,1260
178,1186
613,1114
1931,2850
3564,248
2595,386
4116,761
3040,248
3458,761
662,252
1438,473
2365,2553
3284,608
3117,2188
405,1350
3301,777
