u,i
410,775
19,1119
1998,3126
3402,2162
2939,940
3935,2625
4436,921
5671,710
3396,2347
140,2577
3373,643
3779,1331
4144,520
2867,2003
3149,935
1807,2777
1411,2777
778,2110
3596,2378
3620,520
2956,1294
3992,2378
5392,2426
934,2623
538,2623
409,523
1780,1331
2544,37
1150,935
1556,2377
1936,1844
5221,100
5601,321
5666,716
957,1294
2765,945
3921,633
3525,633
5077,321
1488,930
1527,858
3170,2162
4600,921
5847,2979
3703,2625
766,945
112,2407
370,945
828,2577
4107,988
3164,2347
2768,2347
4284,2378
1070,2110
2792,489
3141,643
3537,643
708,940
3044,710
5651,34
1442,935
5533,1476
4864,1906
636,2003
1761,2378
522,935
3817,633
1795,1962
4563,1389
475,1119
1256,930
4766,1748
4370,1748
4368,921
347,1119
808,16
596,2577
2932,2347
1497,992
2956,489
4919,1963
4523,1963
939,2162
872,940
650,2059
3895,1640
4012,2979
928,2003
2449,2378
814,935
2204,1793
2080,37
4757,100
5251,1389
5533,321
1271,2342
1548,930
493,1294
1959,1962
4662,994
5058,994
747,2342
1420,930
5472,45
5716,2657
1299,2855
1041,2065
645,2065
1982,633
2378,633
3138,321
3599,716
180,16
5815,384
3663,1640
4429,1173
418,2059
110,1906
5585,861
5616,2426
5187,34
2217,2378
2936,2065
5049,100
1449,520
977,710
1316,930
3188,34
3990,1476
4826,1748
5764,45
3466,1476
5240,45
2492,1270
3495,716
1750,633
3020,1389
5888,1020
2390,993
5108,1811
3955,1640
2699,1748
1532,2625
1496,716
2332,988
3894,1364
1366,643
4537,1241
302,921
2198,1173
3385,2426
1203,2342
5532,45
5928,45
4188,306
3792,306
1101,2065
4437,1010
457,1963
101,638
4598,1867
3466,321
2199,994
2197,921
4191,954
4587,1708
1696,2625
3253,2657
4053,1020
4058,1364
4063,1708
5209,708
4586,1483
4873,759
2779,522
93,2625
5010,2750
4614,2750
4886,994
1966,1173
3153,2426
3122,861
3516,34
3120,34
4080,2816
4603,1837
4207,1837
4890,1867
5387,1919
225,1963
2615,2750
2887,994
2491,994
5507,523
1517,34
1527,1476
3697,45
2759,1748
1967,994
2363,1748
4879,954
5436,1811
26,1753
3425,1020
4201,1241
4571,20
2730,229
4354,1483
1546,2657
362,921
1888,1640
3412,34
229,1331
4778,2750
4814,2407
3286,861
4497,1010
5679,1919
70,520
5772,2110
1287,861
1285,34
889,34
1295,1476
2498,1010
2527,1748
4519,1708
1974,1010
3156,1919
5042,1483
4646,1483
5823,1294
3672,523
5573,1119
2894,229
2935,230
91,993
153,2625
194,2626
528,1748
3331,230
5172,775
5177,1119
2119,1364
3578,861
4020,1206
3726,759
3330,759
4106,980
4416,1206
1986,1020
1590,1020
2366,1241
2762,1241
895,229
5694,2577
5129,324
4733,324
3071,2750
5574,940
5696,2623
1181,34
1086,2426
2017,306
5630,2003
3629,45
2662,1010
2013,2816
3844,1919
5719,1294
2823,1867
1295,321
5591,1294
424,994
18,306
3003,522
3440,523
1630,45
4940,775
5341,1119
14,2816
296,1748
2278,1020
1882,1020
1887,1364
2283,1364
1973,384
2374,728
3038,708
3788,1206
3874,980
5933,2162
3342,1119
1100,230
5866,940
2839,2750
3271,2407
289,1708
2185,1206
2432,1837
2430,1010
2034,1010
5823,489
3861,2623
5354,950
192,994
2580,954
4080,1206
5692,945
988,1867
3959,2377
2046,1020
2975,1483
3262,759
4038,980
3642,980
4850,858
4793,324
772,522
3506,1119
5634,940
5808,2059
2081,1206
1115,861
4098,2162
2596,1837
2200,1837
3413,2059
3635,940
4031,940
5562,2003
5646,950
608,2750
644,2407
5551,1844
2872,954
5905,2342
2899,2777
5027,1844
4712,520
4048,1294
1630,2623
4302,2342
4579,930
1160,230
2347,1483
5014,858
3274,1119
2245,1206
1849,1206
906,1811
510,1811
3461,945
216,1364
221,1708
3919,2577
4617,633
5013,633
3395,2577
635,759
2999,2577
3765,2110
5859,2347
4195,940
2364,1837
3799,940
5726,2003
3241,2110
1204,2407
1938,3126
4137,935
1458,45
365,1837
363,1010
4871,930
2197,384
3816,1294
1398,2623
641,954
4870,705
802,1811
1614,935
117,954
2796,1844
2013,1206
3008,37
198,384
1323,759
3572,2065
1567,1119
2348,930
116,1483
1575,980
1971,980
2726,324
3122,324
4588,992
2626,3126
14,1206
5327,1331
1230,945
4921,643
5363,988
4048,489
3652,489
3099,2003
2086,2623
4362,2342
1709,421
4735,638
1562,2623
4184,2979
1433,523
3838,2342
1906,935
4339,638
4242,705
2580,2377
2776,37
436,2777
3172,37
5073,633
5453,100
2640,930
4921,993
4210,1167
4322,2162
2517,2028
5251,2625
2947,858
2890,324
806,775
1243,1530
178,1206
1272,16
5527,988
998,945
3391,2003
2753,992
3816,489
552,858
495,324
3420,489
4936,520
395,3126
1854,2623
4476,2979
4872,2979
5383,1963
1017,2126
1788,2003
1392,2003
2913,2378
3252,1844
5492,1906
5745,100
2541,520
3504,2065
5617,100
5715,1389
2819,1962
2408,930
1348,950
2900,638
5522,994
5520,921
1607,2342
1103,1119
3493,1906
3097,1906
2715,858
5394,1748
1686,945
545,37
1032,2407
1290,945
2503,1167
2842,633
2899,1167
1040,16
1224,2577
3238,633
4063,716
5365,229
2521,992
2624,2625
1466,2110
5841,306
559,3126
5289,1173
2062,643
1561,2347
1838,935
3796,2065
1189,489
5814,994
5879,1389
5483,1389
5748,2626
5352,2626
5686,1748
2451,2855
5684,921
2571,705
3352,1270
117,2377
5587,988
2271,1167
2610,633
4162,321
669,638
2255,2162
2327,1476
5529,229
484,858
823,324
5155,1708
1749,489
1353,489
5116,1753
2960,638
2409,2979
4245,2426
4608,34
633,1331
5120,2626
5454,1748
2467,705
409,2377
450,2378
3678,100
1276,1962
474,520
1317,1963
5458,1867
752,1962
3018,993
3517,2626
41,638
3057,921
2952,2625
2960,988
2327,321
4913,1020
2017,2347
4923,1708
5689,1241
5870,2750
5474,2750
4409,2426
2573,2979
2826,1173
4378,861
18,2347
4782,1476
3980,34
5350,994
391,643
401,1331
5589,1010
893,1793
5067,1837
5750,1867
4336,1389
4544,980
729,638
5930,522
2941,2816
2817,306
3223,1748
5900,1811
5215,1708
4900,384
4686,1364
1417,1389
5061,1241
3986,229
4027,230
5457,1241
1222,921
4701,2426
721,2625
700,1748
5638,2750
5357,1010
930,520
1773,1963
749,1640
866,2979
1067,229
3639,2750
4325,45
5507,954
3387,1748
4973,1020
1050,1753
1215,100
4978,1364
5064,384
5506,1483
5902,1483
4136,523
552,1476
951,993
992,1748
1386,921
990,921
3375,1364
3380,1708
4438,861
5508,775
5930,2750
57,716
4190,759
1289,988
4966,980
2455,1364
3226,1241
288,2342
2437,34
3407,2750
3011,2750
3283,994
363,1173
2715,1476
5671,954
3522,1010
3683,1867
4483,230
4087,230
5274,1483
878,306
3235,953
2839,953
3276,954
874,2816
2338,2657
3672,954
3833,1811
3959,230
5172,1206
3143,1364
2742,1020
2747,1364
4294,708
221,716
2833,384
3958,759
4734,980
5885,324
2218,1020
3760,20
3699,2750
3735,2407
2238,2426
219,1020
3292,1837
3290,1010
4169,2110
4325,2623
4196,523
1011,993
1042,306
1448,994
4068,523
3003,953
1862,45
1038,2816
3044,954
3440,954
1848,1867
2906,1020
320,321
3682,1241
4458,708
4898,980
4502,980
5710,858
2069,523
973,1640
3970,1119
1045,954
4366,1119
2941,1206
107,2657
4553,945
3503,2407
907,1020
917,1708
2371,861
1003,728
1727,759
4891,940
7,2426
2550,45
3732,954
810,306
414,306
5507,2377
4705,935
806,2816
2241,1919
4908,1294
4414,759
1220,1867
4658,1119
2765,384
3603,1483
5478,858
1894,1811
27,45
3738,1119
1370,1811
5534,1167
680,1364
1451,1241
766,384
2667,980
3859,2577
927,1241
4726,2162
3322,3126
5055,940
5393,935
2318,45
5093,643
1225,1837
829,1837
4473,935
1223,1010
827,1010
2405,1919
5731,930
2654,2623
319,45
5642,858
5086,2855
2058,1811
3672,2377
4613,945
1373,1708
406,1919
3269,1206
5334,705
4547,2577
89,522
2427,1119
1372,1483
3208,930
4729,2059
4393,2110
5052,992
5479,2557
4494,2162
4427,940
5781,643
5791,1331
4884,2347
4483,2003
4765,935
5161,935
1515,1010
4908,489
3295,2777
5568,2979
5499,930
4439,950
4344,1844
4698,2342
87,45
1269,954
3258,643
5498,705
3440,2377
3636,37
4381,945
1136,1364
174,1919
5537,633
5933,633
2049,1294
5781,993
5182,2162
5115,940
1799,1119
3807,858
2778,945
1038,1206
642,1206
5155,716
1858,945
5549,643
4647,2003
600,980
204,980
5796,520
5400,520
2196,940
3956,1331
3560,1331
4169,2378
4112,1844
251,45
2737,1294
715,2623
1064,2777
2208,950
2213,1294
3760,638
5945,993
62,523
2359,1119
1963,1119
5418,1476
5483,2625
3575,858
5879,2625
5920,2626
1801,37
2150,945
3702,633
806,1206
56,708
2296,16
1900,16
5759,988
2951,2162
1053,1837
3381,992
2985,992
2326,2110
1519,324
2360,940
481,2577
3760,988
2421,2347
1017,2557
3937,2378
2841,489
4260,2065
3565,520
3169,520
361,940
3501,2979
3656,638
3155,2342
2759,2342
3036,930
5710,1476
3867,858
3559,705
2093,37
699,935
2657,2065
1098,1206
4212,1270
1569,37
2314,945
3470,633
3866,633
5418,321
1037,930
3714,993
1868,858
3490,1285
4023,1748
948,858
4016,1331
3109,2347
3888,1331
3086,643
1049,940
1520,2777
35,2059
491,2110
95,2110
2213,489
2609,489
2268,950
129,940
647,2623
3820,638
3918,1173
4176,1963
5105,2426
1889,1331
5501,2426
3723,705
3327,705
5512,306
185,2003
1310,2378
1706,2378
1861,37
214,489
1334,520
2177,1963
5379,716
3509,2816
3380,716
3784,1331
1635,633
2791,321
1046,992
1417,2625
259,2110
5463,1010
1785,1331
3686,1173
4082,1173
1998,2378
349,2003
354,2347
2025,37
2589,2065
5478,321
1498,520
4170,993
1434,2979
1589,638
4541,2626
4083,1748
848,2855
26,37
590,2065
1927,633
2307,100
3544,716
3148,716
5541,1020
4846,229
3639,953
5165,2426
5561,2426
1949,1331
3454,1173
641,2003
2105,1844
2109,1963
3938,993
806,2979
5581,45
3411,1476
5185,45
4309,2626
3913,2626
3836,716
4247,1748
864,705
2471,100
2569,1389
2851,321
110,1963
3312,716
5833,1020
1939,993
5924,384
4614,229
2248,1748
1446,306
1852,1748
4142,1173
5298,861
5740,1206
1313,716
810,2347
414,2347
42,489
1558,520
4791,2750
3330,2426
1494,2979
1148,2342
1223,1173
3737,306
2763,100
3986,1010
5564,1919
2205,1270
4543,1867
5417,2623
2619,321
5343,230
2540,994
5217,1811
2538,921
4532,954
3699,953
2544,1867
636,100
240,100
3602,1020
4003,1364
4089,384
4250,1241
3854,1241
1669,1640
5755,1837
4559,2750
4595,2407
1911,1173
1515,1173
3901,306
5389,2453
4150,1010
4936,1919
4993,2453
1099,2426
5581,2623
4824,954
1871,993
2308,994
2370,2626
4985,1811
5797,935
4300,954
2722,45
3904,954
1502,2816
1709,665
4172,1708
3766,1020
1180,321
3771,1364
3857,384
4299,1483
5318,708
5362,980
307,921
2151,229
1772,1364
3231,861
5321,2110
2019,1241
4316,1837
548,229
3920,1837
5818,2162
5193,2110
5873,2623
2724,2750
76,1173
3890,3126
5349,2623
3410,45
834,34
1670,306
3000,1867
2886,45
696,100
3101,1919
5768,1294
3758,728
5274,759
5372,1294
3221,523
4310,1241
3625,384
4067,1483
4463,1483
77,994
5086,708
75,921
887,45
4598,1119
4994,1119
386,2503
5639,2577
1936,1364
2691,708
1230,384
2068,1483
657,522
2995,1119
3688,1837
4084,1837
2096,2750
2368,994
2528,2407
5580,2347
998,34
602,34
2768,1867
3991,2777
464,100
1687,1010
2083,1010
4755,1483
369,994
5286,1119
1179,45
4890,1119
5946,2855
2522,1811
4819,2407
2228,1364
1266,1919
1837,1708
2233,1708
1918,384
1923,728
3733,1206
245,1867
5223,16
2475,1241
2079,1241
4376,1837
3295,980
4842,324
425,522
29,522
2758,775
3950,3126
4346,3126
5287,940
1164,861
80,1241
5739,2003
5372,489
5721,643
3684,940
1853,1837
3066,2059
3410,2623
4155,2777
5304,1294
261,2750
4903,950
137,994
3153,523
1343,45
947,45
2525,954
5049,775
4300,2377
4496,37
5241,945
2087,728
2524,1483
1290,384
3207,759
4991,16
3451,1119
3055,1119
2000,1483
4961,2059
5357,2059
4610,324
4214,324
687,1811
2984,2407
1005,400
624,708
218,20
2145,1837
4077,992
5596,1294
3574,2623
29,2750
4014,643
3513,2347
3790,935
1111,45
2448,2777
144,1010
1326,1919
4189,1206
4592,2377
4972,1844
5029,2378
3851,2342
485,522
526,523
294,954
2823,1119
2190,1206
455,1811
1673,2377
2069,2377
2661,37
2752,2407
976,759
1074,1294
12,1241
3744,940
824,1119
3126,2059
1228,980
3811,2162
2379,324
5304,489
2279,3126
945,2577
4574,643
3672,2003
3677,2347
4401,2378
5516,2065
1187,2110
4425,520
3365,1294
1221,940
4912,638
873,230
4171,2855
1559,935
1965,2377
3517,2065
5377,1906
5630,100
3052,16
2429,37
5882,321
684,708
457,1483
61,1483
842,1294
587,775
521,2407
3969,2347
3946,643
4536,1640
1513,940
2380,2777
3044,2003
5432,1963
4129,2979
1111,2623
3783,2342
3033,1844
5364,1270
2566,2378
381,2777
2721,37
3681,2065
1074,489
2194,520
1530,1294
1134,1294
3037,1963
4494,633
5018,633
5145,1906
4301,992
5175,1748
751,775
355,775
1339,945
943,945
5076,988
3365,489
1744,2162
4817,2979
3041,1331
5733,2426
1738,2347
2885,37
149,2777
3449,2065
5166,100
842,489
1618,710
1962,520
902,1294
2764,1962
1552,2342
4568,2625
4943,1748
2264,858
5339,1748
335,2378
1450,2065
956,1530
3563,100
2263,633
4448,988
2036,2162
3500,2003
3309,2435
2070,992
2569,2625
208,324
1512,2162
1445,940
2942,921
4585,2979
4314,1173
1506,2347
1387,935
2306,710
2650,520
2969,1963
3993,34
5693,2626
2315,1173
966,1844
570,1844
4773,2626
62,2377
103,2378
258,37
929,1962
4172,716
2799,993
218,638
5419,522
5078,229
3894,2657
372,324
3106,921
5389,1811
5910,759
2577,1331
4946,1241
799,3020
902,489
4665,1753
5651,2750
4190,2426
578,1331
182,1331
5399,994
4197,2816
419,520
23,520
5403,1867
1382,2065
2719,633
286,930
2567,993
2436,1476
3272,1748
2105,2625
2876,1748
4058,2657
5553,1811
3301,988
4858,1020
324,633
451,1906
5264,1708
4553,384
4714,1241
3425,1963
2005,1640
2771,1173
2122,2979
346,1331
382,988
559,2378
3391,100
4614,1010
1426,1963
187,520
5010,1010
5916,523
54,930
5288,954
3230,2626
150,638
2366,306
2762,306
5449,1811
2204,1476
3978,45
1139,1906
1392,100
2362,2816
2644,1748
1837,716
3040,1748
3568,1867
4636,1708
92,633
1644,321
5555,1483
336,993
3748,522
4878,1241
1167,921
2693,1640
5690,1119
707,2626
1041,1748
5187,2750
4122,2426
2632,1364
2231,1020
3695,861
546,988
4780,1837
1012,229
5859,1867
4778,1010
1194,1963
3584,2750
2123,2426
287,2979
3460,994
2090,34
2496,1476
3050,2816
2998,2626
5056,954
5613,1811
5083,2777
4357,1919
2397,716
5009,384
5014,728
5831,950
4081,523
5170,1241
5946,708
4927,1483
937,1748
3516,522
5221,1206
434,2625
4825,1206
413,1748
4135,759
5919,16
1337,1867
838,988
2796,1364
5387,2407
2090,384
462,1640
2382,34
2956,2750
3228,994
5220,954
3467,1010
2945,1837
4851,2777
763,1753
2547,1010
1229,994
3978,2623
5750,1119
1101,1748
705,1748
2283,2657
4996,2377
2656,953
3088,1364
5679,2407
2778,384
2382,384
3903,759
606,988
2939,1241
3319,708
1905,230
3715,708
5363,858
1285,522
889,522
1383,1811
261,953
2183,2426
2152,861
3618,775
2150,34
1754,34
3156,2407
164,1020
2024,861
3235,1010
2839,1010
4666,2623
1586,1389
987,306
5288,2377
2203,45
1807,45
2989,954
3385,954
5668,1844
5752,37
4764,2377
1397,1867
4757,1206
2546,384
4160,950
4843,980
5851,16
1577,522
3103,1241
4311,1119
5527,858
5131,858
5074,324
1547,1811
4974,3126
461,1364
2362,1206
2758,1206
3852,16
1672,759
4937,992
1413,2750
4312,940
4038,2623
1285,2750
889,2750
1161,994
5676,1331
5889,2378
5056,2377
3153,954
5648,37
608,1010
4061,1294
482,1837
2619,1020
5384,930
4988,930
1965,230
3152,1483
4611,980
5263,2855
5399,1962
1782,523
4079,1119
3683,1119
1315,1811
5818,633
3216,2407
2526,1206
1776,708
1836,759
1440,759
3620,16
3367,324
872,1241
476,1241
1684,1119
3169,1837
4705,992
4046,2110
3239,324
5067,2162
1181,2750
1613,2407
527,1206
4532,2003
4141,2347
4537,2347
772,1010
5285,520
5681,520
5691,1962
2203,2623
4875,2342
4479,2342
4756,930
5587,858
3601,1844
5841,1906
2422,1206
4308,16
5932,1270
5586,633
794,1708
388,1020
393,1364
1544,708
1604,759
1697,950
1984,980
3531,324
3927,324
4835,2162
1848,1119
1447,775
5736,1331
4829,2347
1,759
4710,935
4300,2003
2373,940
542,1837
3909,2347
936,1010
3933,489
4709,710
5053,520
1971,2623
4643,2342
3977,37
2989,2377
2593,2377
3695,324
2960,858
5100,716
1681,16
1149,2407
3355,633
4597,2347
545,980
2604,2162
5560,1640
706,1837
1583,2110
5318,1206
3322,2378
982,954
5646,633
3913,2065
2153,950
1762,1294
2158,1294
136,2623
2758,2979
2816,705
1195,2378
1350,37
3251,633
3647,633
2896,2162
5852,1640
313,980
1521,858
1464,324
1909,940
5445,2979
5698,1173
30,2577
3263,643
3273,1331
2762,2347
962,2557
3825,1844
179,1919
306,940
3100,2342
3473,638
5689,306
1430,1844
5289,2816
3811,633
2078,2065
4967,321
1393,1962
5032,716
4490,921
2664,2162
73,1119
458,930
5224,1640
5150,2657
5620,1640
3570,921
1543,1906
3473,988
40,2110
2158,489
2882,520
1571,921
3278,520
5050,2426
5017,34
4621,34
135,2347
808,935
2370,2065
3144,705
2748,705
3529,1270
3579,633
3959,100
4735,321
473,2342
1161,1962
2900,1476
1835,1906
2965,2625
3325,716
3798,2626
3734,921
28,945
1184,633
5413,384
3241,988
3785,1640
433,2162
2293,2003
4499,229
467,992
4285,1963
2702,710
5214,2426
3631,1173
2982,2979
3235,1173
4787,861
5181,34
4785,34
5191,1476
1196,643
982,2377
2534,2065
5474,1010
276,643
2286,1963
4221,1389
637,2342
914,930
4090,2626
3632,994
614,638
2668,1476
139,2065
3504,1748
4428,1867
5486,1020
2900,321
2504,321
5545,2816
1196,993
4212,522
597,2162
3157,1640
134,940
3871,229
1130,2625
1930,988
1534,988
3492,1364
4951,861
4982,2426
1158,1640
1872,229
5638,1010
91,489
3458,1753
1658,1963
4048,2750
2983,2426
3924,994
4320,994
3356,1476
5130,45
3514,2816
3390,306
3858,2626
4978,2657
3192,321
3639,1010
55,1963
5869,384
3800,1867
5254,1020
4941,523
5634,1241
4600,230
4949,384
1797,1748
5685,1206
898,2625
1258,716
862,716
1273,1748
3260,1364
669,321
4031,1241
5247,980
5930,1010
1981,522
1640,229
4677,1389
635,710
2846,34
3242,34
3816,2750
2355,2426
2720,861
4212,2750
4248,2407
5684,954
4022,2626
5113,1919
4488,1867
5711,2777
1623,1753
3407,1010
5241,384
1758,1389
1521,1476
1125,1476
2899,45
4081,954
1283,2816
1961,1748
4764,230
5052,994
5159,759
5539,980
1862,988
3023,1020
437,321
3799,1241
1932,229
5015,980
1517,953
3043,2426
2647,2426
3980,2750
1024,1020
5062,45
3699,1010
3573,1837
5397,523
615,34
2253,994
1451,306
4245,954
3849,954
1395,2626
927,306
3716,1364
3315,1020
3721,1708
333,321
3406,384
3848,1483
4244,1483
4531,759
4927,759
3963,1241
2096,229
126,1748
1285,953
2811,2426
4712,16
1568,1241
3865,1837
97,229
5138,2110
4742,2110
383,34
1749,2750
4013,954
3617,954
3046,1919
1215,2816
1468,1010
117,100
4635,708
2825,230
3174,384
5471,980
2642,523
832,45
1181,953
3910,1206
4543,1119
2548,861
1571,384
1175,384
2300,759
2636,708
2696,759
4480,16
1732,1241
5531,2162
2544,1119
3633,1837
5927,2162
3999,3126
5062,2623
5802,935
943,34
4305,954
5898,643
5001,2347
4332,2777
5085,1294
314,994
3063,2623
3459,2623
2538,523
4176,1483
5339,2342
2197,230
5891,2855
4081,2377
600,45
3282,1206
1649,1364
1248,1020
1253,1364
2177,1483
943,384
5299,2162
2205,2750
2895,945
5288,2003
5293,2347
465,759
5666,643
3233,940
1402,1837
1796,1010
5249,1294
4452,950
3227,2623
2702,523
5503,2342
4837,37
3849,2377
3453,2377
368,45
979,1919
5186,945
2756,759
4540,16
3000,1119
1107,384
362,230
3385,930
3404,980
3781,930
5396,940
2471,775
4059,3126
1843,1206
757,759
2405,2407
2663,945
3121,2577
5061,2347
233,759
1009,980
1405,980
3363,2110
3397,940
3001,940
1664,3126
2443,2110
5337,710
5617,2979
3735,935
3831,643
3617,2377
250,1867
4209,37
444,2110
3018,1294
2617,950
2622,1294
996,2623
867,523
5755,2162
