u,i
5382,266
797,1819
3888,933
4958,877
4374,1580
1077,1809
845,2240
2562,275
3804,1235
4058,2283
1035,1583
639,1583
5321,2622
157,1085
2490,1338
5456,1504
5862,2946
1409,1235
4769,574
4208,2981
4015,2586
4727,1102
4267,2807
3357,142
4986,2494
2553,2791
4848,2560
2012,932
613,2240
2726,275
5089,2622
4875,1350
3039,1903
3839,266
234,2594
1669,1697
3224,902
106,1096
2227,3156
1069,2641
4185,122
4368,2458
1164,2878
3344,2889
3151,2494
5259,185
441,39
2779,636
3966,1889
5912,1504
807,2082
4857,2622
1130,1015
5142,2983
3263,456
3765,1606
5879,2495
2334,2622
2365,1935
2141,2981
983,214
3629,964
3443,2494
4432,3008
894,142
1102,845
1601,2478
3435,1098
1265,2529
575,2082
2132,2114
2297,461
3622,924
38,1096
2032,1883
4766,2480
3871,847
5762,755
5524,1341
2526,1637
41,1744
593,2257
4984,838
470,1103
644,2976
119,122
1702,2129
3429,852
5757,761
2949,1181
4473,1073
5748,2927
1417,2145
2542,2520
4378,1967
2516,1299
4138,2480
3157,1103
276,456
83,815
2447,2633
2130,482
320,4
762,1103
1257,1082
16,2976
720,877
1969,3008
374,240
5637,1002
3152,1109
4826,2480
3766,2500
846,2679
1185,2145
2766,1073
976,1971
2148,2192
1466,1606
5418,2769
616,3156
3572,2634
5781,1131
3979,514
4421,1613
5195,253
3507,1458
2636,2131
180,2976
362,2458
2628,1489
3357,1110
1760,1679
5841,1532
3134,2758
4653,54
3228,2393
3059,140
5588,305
2988,2182
355,1637
386,950
842,1001
5582,490
599,1997
1865,1099
1036,1217
3458,761
645,837
371,2520
968,524
4639,2199
3887,120
4842,1804
5475,2471
5845,1250
1459,761
4592,1629
5368,1096
3232,2111
1360,1
1012,2701
507,1253
1699,2850
3466,248
2497,386
1762,920
733,253
413,837
3250,3067
3749,536
2625,3015
1386,1572
3277,1480
5548,101
2024,1105
5919,2488
2273,2563
528,2480
5380,1456
5820,1728
3640,2471
2215,1804
3299,2178
5257,2554
1874,1511
2741,1096
4420,2811
4131,2708
4454,1641
1266,2594
5569,1328
587,27
5690,2786
1084,833
3823,1774
1082,6
4531,2800
2437,2563
1645,1809
5150,2283
1731,1583
392,2188
1390,1290
3317,101
5898,456
2248,3041
1785,1819
2905,1096
4811,2036
2210,305
2753,1456
4890,639
638,2594
4926,296
2341,2451
1102,1008
2208,2861
444,2728
4859,1703
1922,23
3609,101
1895,1583
1991,2045
5372,9
3735,1903
5261,2622
4196,3052
1326,2594
930,2594
209,2080
5464,2981
3817,23
2633,2451
4904,1072
5685,1637
5802,2976
4279,1774
736,2728
2256,2878
2476,932
2622,757
1887,1291
2004,1876
4965,1698
5858,2504
1040,2358
4460,250
1041,2960
4176,491
4644,2811
5637,815
623,757
1746,305
4461,852
4803,589
3831,456
2401,2451
2590,2350
4887,2946
5045,122
3455,1862
3181,2791
3520,2257
3200,589
3327,2616
3356,1102
2382,896
5167,2182
2051,1291
1509,742
2355,1702
5001,200
959,275
3667,1903
4935,2586
3844,1041
2003,1250
2794,2503
5050,92
4771,677
237,290
3401,471
5930,636
598,1235
3939,1278
2657,3171
1160,3190
2712,2878
3166,1328
4677,1015
5267,2012
3491,2616
5139,2766
5915,2233
4490,2320
1754,896
2815,2976
5086,2351
201,983
1521,1102
2369,2889
3141,1456
322,2441
4393,1606
5508,539
4047,969
3486,2622
401,290
2400,1421
2176,2467
2489,712
61,1353
2733,1072
2048,969
334,2451
5378,2351
2477,2580
2852,1703
770,2981
1114,2791
1448,1913
424,2344
4841,2146
2765,2458
1108,2976
1452,2786
602,172
1825,1082
2319,2371
5187,2002
106,722
1048,1390
1191,1698
974,3161
2660,1883
4248,1228
4998,2480
2868,2586
815,2350
3678,1637
5727,2131
5264,155
3526,1997
1349,2257
1557,2206
5299,2593
5571,837
4573,2489
906,933
4294,822
5570,1366
5408,2536
3147,2351
5007,2192
5783,2413
1701,2335
732,2473
742,3161
2232,1971
4290,299
2326,1606
3188,847
5815,1547
1382,2740
358,3171
4651,1217
1786,1103
2601,498
3320,185
2819,1889
1348,877
5028,386
3223,252
3871,473
2524,1971
1474,2679
4308,1228
841,2766
2897,267
104,2473
747,2350
1564,2572
1846,1504
5017,2856
3859,2341
2419,642
502,267
961,589
2733,2495
4436,2352
4348,253
4251,2572
386,1031
174,2838
1896,1217
5308,1500
393,1421
5372,172
946,2536
5361,1511
2319,761
1321,2413
3057,498
3489,155
259,1606
4827,1577
2647,2320
4336,2471
2037,1048
2097,1099
4979,2348
1617,2182
3678,27
89,636
4920,987
1028,1787
3705,1850
3390,2778
2402,2866
5635,932
2622,920
1624,2572
2961,386
595,1905
4110,3067
5435,120
3387,2480
2241,1228
3428,2481
4822,1583
4877,1290
1327,1073
301,677
4253,2594
4905,305
889,847
992,2480
4509,305
3659,1855
3729,2594
2516,120
3471,1804
4104,2471
1239,2357
3763,2178
4964,885
2099,771
4339,833
414,1493
1283,1905
5868,2981
2160,2178
2838,1110
5799,932
3030,1280
3749,967
2340,833
5203,120
4800,3113
5514,1702
1040,1366
3423,982
3808,1547
2987,1583
2935,1393
4836,1989
5763,1625
1783,2578
990,498
2218,1752
2022,2594
1051,1905
1498,2594
1305,2953
5730,2616
3144,1917
890,267
4725,845
1475,920
170,1109
2792,1465
388,2500
3375,1291
3597,172
2602,1341
3538,2975
52,299
2096,2701
2794,1511
3560,290
1481,1085
3661,1096
4989,1076
3991,2728
3934,2194
4679,96
5527,1883
1074,172
4116,1676
5895,589
3873,1918
2407,1250
3021,2641
1216,2507
1596,2728
4053,573
5742,2976
2303,146
3336,932
3950,3077
4268,1666
2859,1532
3306,2975
1799,2306
2740,120
940,330
2554,896
4700,1323
1308,2446
530,2152
2858,2061
5280,851
183,1290
3261,2451
3505,2811
3935,1641
1011,920
5245,1015
5064,2889
2096,1896
1700,1896
1129,2861
2034,1018
3307,1291
3529,172
4379,2786
3470,2975
2384,1774
2496,2769
4089,2458
5049,1076
1659,2272
5456,2366
1246,413
3954,2041
2863,1250
5824,1072
2742,3175
1990,1096
752,2507
3856,2637
4632,2858
4924,2478
4575,2324
163,2866
2307,214
4224,589
1426,2451
366,2471
5440,1082
741,2348
3984,1102
4595,2976
333,833
3507,1702
3548,1703
3944,1703
1824,2497
5819,1078
5845,2299
2352,2616
792,1532
107,1429
3906,2350
2140,1390
4786,2894
262,2471
632,1250
4374,1637
5924,498
798,2451
3337,2580
4545,2458
3306,1015
4082,482
2722,964
3842,995
2875,1960
5110,924
383,896
1150,2529
2218,2370
3545,250
5255,1278
2212,2555
2520,456
2024,2504
2511,2622
1262,491
618,2641
5692,498
4136,1068
5743,1217
3917,2458
5659,1489
1953,1513
1736,2976
3752,1078
2062,1456
4627,524
4202,1314
3116,867
282,2318
4001,1001
1836,2052
1029,266
5115,1217
5046,2578
648,1328
1773,1703
1900,2976
3294,2078
1239,1015
3634,2146
5351,181
3976,1883
5848,987
1775,995
3320,266
4975,833
4254,1073
4032,2192
1800,2745
3362,3121
771,2078
5628,2152
247,2832
4714,1997
5925,2146
4184,2182
4497,1181
1314,2478
918,2478
1916,826
4247,252
4770,27
5178,761
398,2627
2531,2792
4484,2824
4360,1068
5914,1583
2656,986
2419,1073
3481,1099
2081,2182
5780,987
401,2494
1540,323
1977,1078
588,2320
3375,299
5899,120
909,456
108,2622
5746,2507
5765,305
4524,2199
5896,2451
1686,498
4803,833
2141,1078
3398,1572
3200,833
5065,1018
5481,896
627,1093
2019,2778
866,1109
272,2622
2041,847
1113,986
2417,2824
3066,1018
3795,1393
3943,2045
5524,2471
5679,130
300,1637
639,1103
3137,3113
5771,2348
2161,2080
3184,2178
5030,3067
1876,2850
3557,1228
5835,1774
14,2182
1077,1679
3307,299
4028,813
2278,386
1882,386
3905,1911
3394,2927
792,1695
5045,2594
2873,946
65,1366
5884,131
2117,2131
3679,2507
3263,1131
3046,2594
804,1705
2457,2199
3804,1455
3293,2471
3508,181
4798,3067
3485,2641
452,1253
3015,248
3319,659
2424,3190
3133,2189
4912,1102
1672,1865
2792,1896
2633,1085
3341,2111
5500,491
4173,2641
2531,27
788,771
4241,1055
1412,2850
1448,2507
3112,3190
1467,305
4884,932
5329,1548
5635,2786
5074,275
5922,2062
3771,1291
844,299
2401,1085
3481,1717
2072,1583
5093,1456
1772,1291
2670,2441
5347,2504
1264,2578
5253,2842
3823,1831
2264,972
1235,305
1013,2178
5084,589
276,1131
5799,2786
3474,896
4863,2283
267,1018
3376,738
3426,101
5696,2257
3901,2811
3638,1677
781,2178
4827,2976
992,146
5135,877
23,284
1805,2878
795,3015
4377,1235
4423,1580
5652,2335
493,1896
1802,2580
5379,456
5370,2622
1039,2594
3532,96
3136,96
956,839
323,172
1195,101
4156,677
4803,296
5489,1001
3343,574
760,146
1777,2708
1756,1831
5056,1873
1467,1728
2253,2637
2408,296
4330,1015
386,1625
5734,805
3560,2494
3336,2786
1586,3113
3060,1390
1214,1255
2719,1097
778,1102
1645,2939
3517,2797
5578,642
2109,1353
2960,1159
954,3021
2230,2811
2550,2981
2261,2878
2147,1056
511,2451
1889,266
1266,1041
3563,1637
3506,1103
3628,2786
3156,2976
5191,354
707,2740
5117,1371
5060,837
5065,1181
4812,1489
3939,1335
663,2441
1621,1390
3066,1181
843,1096
3926,2601
1777,1903
3215,523
1816,1831
2998,2740
2521,2586
908,2622
1529,1774
999,2740
4648,2182
3167,482
3989,1048
682,589
3323,995
752,1328
341,296
2917,307
3481,2335
4536,1217
4546,1905
4909,267
3752,354
4264,2192
4407,2500
649,1580
2605,1883
1596,2622
1857,677
575,2570
5898,1131
5681,2594
2935,482
5715,2178
2062,1082
4030,2146
3161,236
2774,3008
1129,877
4176,1971
3558,3090
2876,252
3151,2177
2745,1489
98,2766
4852,1207
1025,3156
5810,910
5414,910
3798,2927
3108,2480
2715,1997
5666,1131
3166,2458
2546,498
116,312
3443,2177
4253,1228
4409,987
3416,2983
5863,140
2974,386
1537,456
2313,677
570,1421
3369,2413
3749,2634
3403,1997
5741,2594
1720,2792
436,1606
40,1606
5854,27
2707,981
2154,2495
2746,155
4327,1335
3745,2111
3831,1131
5890,3067
959,600
2146,1853
427,739
2452,3091
554,2766
1705,2110
4167,299
5287,330
5543,2205
1455,1181
4877,2152
5343,1393
1772,299
3727,1131
3510,2594
2529,1217
4153,2471
4118,6
3254,1850
4053,2240
2222,3137
5770,275
5259,1291
842,1489
5818,2975
1005,3173
2433,1105
4831,2507
3528,2769
4850,305
937,2480
4920,1044
3896,1475
807,155
2327,305
1647,546
2545,1696
3321,1917
298,1217
5439,296
5408,983
2453,2861
5063,1702
5133,2441
4940,2800
4346,2061
3625,1547
602,847
