user_id,time_step,item,score
34,0,2151,3.0910234451293945
34,0,1941,0.4196831285953522
34,0,1718,3.461888313293457
34,0,1377,2.852159023284912
34,0,2206,2.0309247970581055
34,0,607,0.40302813053131104
34,0,1639,3.7552599906921387
34,0,2895,0.000742599368095398
34,0,1862,2.013087272644043
34,0,572,1.9363127946853638
35,0,1423,-0.10979929566383362
35,0,2116,-0.8341633081436157
35,0,1572,-0.39676862955093384
35,0,1582,2.6116535663604736
35,0,2391,1.6964011192321777
35,0,1607,0.31673121452331543
35,0,213,1.5442910194396973
35,0,1332,2.1030025482177734
35,0,713,1.6452008485794067
35,0,2065,1.5556564331054688
36,0,234,3.0764973163604736
36,0,1969,-1.4213576316833496
36,0,1929,0.982841968536377
36,0,1050,-0.2814350426197052
36,0,901,-1.8226630687713623
36,0,1984,1.6582636833190918
36,0,957,0.6936963796615601
36,0,985,-1.2462666034698486
36,0,1435,-0.08099713176488876
36,0,1534,-1.5888452529907227
37,0,1179,2.5140092372894287
37,0,1223,1.1434297561645508
37,0,599,-0.14924955368041992
37,0,2234,-0.36372706294059753
37,0,1317,-0.6457182168960571
37,0,437,-0.2769291400909424
37,0,385,3.7071151733398438
37,0,2329,-0.19402670860290527
37,0,183,-0.20913578569889069
37,0,1595,1.0375701189041138
38,0,171,-0.5496833324432373
38,0,1858,2.294908046722412
38,0,91,-0.6026619672775269
38,0,415,-0.4007362127304077
38,0,2145,0.4559479057788849
38,0,779,-0.11354174464941025
38,0,665,1.1274443864822388
38,0,1992,-0.8763910531997681
38,0,407,1.073730230331421
38,0,1437,0.9356441497802734
39,0,1892,0.05987349897623062
39,0,2336,-0.4110949635505676
39,0,825,3.0620179176330566
39,0,2414,-0.57039475440979
39,0,60,0.3342437446117401
39,0,2917,-0.4695771038532257
39,0,2581,-0.18229761719703674
39,0,80,-0.12456696480512619
39,0,1702,1.946274995803833
39,0,1515,0.29817646741867065
40,0,2558,1.769965648651123
40,0,630,-0.2542157769203186
40,0,972,1.80545175075531
40,0,2581,0.26087048649787903
40,0,1271,-0.5645284652709961
40,0,1337,1.3865686655044556
40,0,38,-1.4204320907592773
40,0,2933,0.5740063190460205
40,0,2099,-1.200352430343628
40,0,162,-1.3679399490356445
41,0,3171,-0.5381373167037964
41,0,1254,-0.13492143154144287
41,0,1748,1.5073928833007812
41,0,2372,2.034583568572998
41,0,543,-1.1310663223266602
41,0,1247,-0.020482592284679413
41,0,974,0.21200010180473328
41,0,2307,-0.4954443573951721
41,0,1407,-0.04829701781272888
41,0,1365,0.11712183058261871
42,0,1973,2.4667792320251465
42,0,356,-0.9286239147186279
42,0,512,0.4064207375049591
42,0,58,-0.11260107159614563
42,0,2375,-1.0889110565185547
42,0,630,-0.9461318850517273
42,0,2334,0.36571866273880005
42,0,2348,1.7198318243026733
42,0,783,-0.29357287287712097
42,0,162,-0.002971544861793518
43,0,538,2.5189056396484375
43,0,2036,0.480535089969635
43,0,3,1.8978431224822998
43,0,1540,-1.963090181350708
43,0,556,2.0329782962799072
43,0,1626,4.649508476257324
43,0,1041,2.082155227661133
43,0,194,3.4216673374176025
43,0,471,-0.3009512722492218
43,0,2746,0.8970588445663452
44,0,2887,-0.47492027282714844
44,0,1566,5.390072822570801
44,0,955,-1.4709657430648804
44,0,1439,-2.3775343894958496
44,0,1744,1.199934959411621
44,0,2699,1.5252916812896729
44,0,1982,0.3122255802154541
44,0,2743,-1.88352370262146
44,0,1016,-3.9164836406707764
44,0,2901,-0.3541988730430603
45,0,353,-0.20174016058444977
45,0,1483,0.25211992859840393
45,0,1552,-0.76046222448349
45,0,1369,-1.0927345752716064
45,0,896,1.6778995990753174
45,0,416,2.776472806930542
45,0,1538,-1.133205771446228
45,0,1127,1.686067819595337
45,0,1776,3.2695813179016113
45,0,2810,-0.2024821788072586
46,0,253,3.7414026260375977
46,0,1889,0.602713406085968
46,0,1426,0.9082326889038086
46,0,2939,-0.1533408910036087
46,0,537,-0.6159387230873108
46,0,2870,-0.7802132368087769
46,0,182,-0.825244665145874
46,0,605,-0.6371801495552063
46,0,2101,1.030983805656433
46,0,2795,-0.7060683965682983
47,0,67,1.9525054693222046
47,0,2967,-0.7238948345184326
47,0,1273,0.9540970325469971
47,0,1525,2.8516814708709717
47,0,1626,2.133324146270752
47,0,441,1.9555485248565674
47,0,1540,-0.7617524862289429
47,0,1134,1.1741504669189453
47,0,298,-0.638124406337738
47,0,61,-0.6694029569625854
48,0,2106,0.01575353741645813
48,0,1642,2.1473684310913086
48,0,1572,0.43870511651039124
48,0,2560,1.3921233415603638
48,0,3038,-0.147897869348526
48,0,1962,1.7009737491607666
48,0,3110,-0.6332993507385254
48,0,413,1.67714524269104
48,0,2589,0.6419026851654053
48,0,84,-0.5172584056854248
49,0,2574,1.2316033840179443
49,0,2691,-0.8839001655578613
49,0,2289,-0.7802236080169678
49,0,1819,0.9954367280006409
49,0,1630,0.2385188639163971
49,0,1963,1.5939186811447144
49,0,669,-0.48300644755363464
49,0,1139,-0.7599996328353882
49,0,1481,0.7807764410972595
49,0,1359,-0.7555065155029297
50,0,1389,3.057386875152588
50,0,652,1.3514928817749023
50,0,2723,-0.7259575128555298
50,0,632,-0.6858420372009277
50,0,2760,0.5650284886360168
50,0,1415,0.9548830389976501
50,0,1502,-1.920140266418457
50,0,1472,-0.2690330147743225
50,0,1172,1.7178733348846436
50,0,1344,0.21249282360076904
51,0,2726,-0.16495749354362488
51,0,679,5.670741081237793
51,0,2449,2.6912965774536133
51,0,423,2.041477680206299
51,0,2740,2.2082581520080566
51,0,635,0.14204703271389008
51,0,1657,-0.6787469387054443
51,0,200,2.1528170108795166
51,0,2160,1.2348411083221436
51,0,2559,-0.6880364418029785
52,0,527,2.752263307571411
52,0,2974,-0.24388545751571655
52,0,790,-0.514747679233551
52,0,2700,0.0002936720848083496
52,0,192,0.3375450372695923
52,0,1012,-0.041488006711006165
52,0,1331,1.1853591203689575
52,0,328,0.6066299080848694
52,0,1741,-0.11474244296550751
52,0,154,-0.1439351588487625
53,0,2417,0.3606976866722107
53,0,1773,1.696152925491333
53,0,450,2.1786460876464844
53,0,2171,2.1678881645202637
53,0,2365,0.45443272590637207
53,0,1619,2.0536704063415527
53,0,3156,0.9339293241500854
53,0,2422,-1.0517266988754272
53,0,3080,0.36481451988220215
53,0,1635,1.0727300643920898
54,0,2925,-0.03283877670764923
54,0,210,0.7336353659629822
54,0,443,-1.1198606491088867
54,0,1129,1.001253366470337
54,0,975,3.1108529567718506
54,0,2552,-0.30313050746917725
54,0,2162,3.0139505863189697
54,0,2118,0.5458361506462097
54,0,2353,1.283982276916504
54,0,1126,-0.44073250889778137
55,0,831,-0.3082662522792816
55,0,1473,1.3802067041397095
55,0,1461,1.2456839084625244
55,0,1642,1.0745283365249634
55,0,663,0.3229067921638489
55,0,585,-0.12733760476112366
55,0,2349,2.737907648086548
55,0,3089,0.4330820143222809
55,0,2432,0.12203469127416611
55,0,643,2.30533766746521
56,0,2863,-1.3489876985549927
56,0,520,6.096282005310059
56,0,531,-0.4232351779937744
56,0,1141,1.318260908126831
56,0,1461,0.9929599761962891
56,0,1167,2.4457192420959473
56,0,1516,1.8132904767990112
56,0,1856,-1.0568695068359375
56,0,2313,-0.8313158750534058
56,0,632,-1.1594042778015137
57,0,1645,0.1657259166240692
57,0,325,0.40944820642471313
57,0,108,1.7335224151611328
57,0,2268,1.3398069143295288
57,0,917,0.21238631010055542
57,0,2760,-1.5012366771697998
57,0,698,-0.9972620010375977
57,0,1774,2.1854045391082764
57,0,39,2.82246470451355
57,0,487,2.4771971702575684
58,0,371,-0.11183667182922363
58,0,2410,-0.861312985420227
58,0,1046,3.043858051300049
58,0,2548,4.384900093078613
58,0,1554,-0.40189218521118164
58,0,1464,3.2254395484924316
58,0,2957,-1.4173645973205566
58,0,784,2.4837727546691895
58,0,288,-0.7936904430389404
58,0,2630,0.9616562128067017
59,0,3132,-0.10610045492649078
59,0,2925,-0.13213470578193665
59,0,861,3.2840046882629395
59,0,790,-0.10267117619514465
59,0,2619,1.718876838684082
59,0,2774,1.94187331199646
59,0,489,1.4925428628921509
59,0,1827,-0.44419971108436584
59,0,1457,0.2429574728012085
59,0,1207,1.5948905944824219
60,0,1638,-1.6092911958694458
60,0,2499,-0.23187501728534698
60,0,2788,0.871717631816864
60,0,2456,0.2984499931335449
60,0,2416,-0.25951337814331055
60,0,178,0.4343503415584564
60,0,3038,-0.6189457774162292
60,0,3174,1.4715299606323242
60,0,1976,-0.08067667484283447
60,0,2236,-0.5305514335632324
61,0,2600,-0.38066136837005615
61,0,2902,-0.8686557412147522
61,0,262,0.2700270116329193
61,0,614,1.9082083702087402
61,0,1905,2.85982084274292
61,0,1971,0.7038527727127075
61,0,3037,-0.3740382492542267
61,0,2301,-0.3557808995246887
61,0,1586,-0.1403343677520752
61,0,454,0.7105865478515625
62,0,2086,0.18595491349697113
62,0,896,2.5512232780456543
62,0,2492,0.11348190903663635
62,0,1313,-0.4776064157485962
62,0,1270,5.882815837860107
62,0,2849,-0.45236191153526306
62,0,2761,0.25382375717163086
62,0,1845,-0.6232277154922485
62,0,680,-0.8162555694580078
62,0,1150,-0.7567138671875
63,0,1368,-0.7710235714912415
63,0,346,-0.7821500897407532
63,0,3125,1.0530363321304321
63,0,1695,0.8375691175460815
63,0,2659,2.379573345184326
63,0,2562,-0.5545631647109985
63,0,1189,-0.2868465781211853
63,0,1776,1.2401854991912842
63,0,2214,0.4887385070323944
63,0,1712,0.30907219648361206
64,0,2041,1.7465132474899292
64,0,2983,2.5981764793395996
64,0,1263,-0.048585712909698486
64,0,639,-0.5328537225723267
64,0,27,2.7685279846191406
64,0,2266,-1.4110934734344482
64,0,616,-0.2121845781803131
64,0,2739,3.7761712074279785
64,0,936,3.159938097000122
64,0,689,-1.03716242313385
65,0,1766,0.13872116804122925
65,0,864,1.3888344764709473
65,0,2582,0.646551251411438
65,0,105,0.2986374497413635
65,0,1029,4.3102707862854
65,0,1372,2.3702468872070312
65,0,3156,2.6756715774536133
65,0,1382,-0.18269535899162292
65,0,2662,-0.8815562129020691
65,0,2342,3.8783981800079346
66,0,2865,2.2236766815185547
66,0,563,1.5270459651947021
66,0,3056,1.8726353645324707
66,0,1007,3.8720054626464844
66,0,203,3.571135997772217
66,0,1906,1.1615406274795532
66,0,1929,0.7306740880012512
66,0,2066,1.3169922828674316
66,0,114,-0.5251460075378418
66,0,2402,-0.5887901782989502
67,0,0,3.3164782524108887
67,0,975,1.6363012790679932
67,0,3121,2.2285103797912598
67,0,1720,0.09589731693267822
67,0,1840,2.7352755069732666
67,0,996,1.025380253791809
67,0,834,0.4812847971916199
67,0,1807,-0.7296912670135498
67,0,2372,-0.0987502858042717
67,0,1957,1.0690758228302002
68,0,470,0.18382921814918518
68,0,420,0.8757494688034058
68,0,1412,-0.6921951770782471
68,0,2111,1.8228377103805542
68,0,1870,-0.6297886371612549
68,0,2643,3.1631546020507812
68,0,323,0.9121552109718323
68,0,558,-0.928747296333313
68,0,2374,2.1847310066223145
68,0,2766,1.5819592475891113
69,0,2943,-1.8820176124572754
69,0,2401,0.2041272073984146
69,0,1897,0.6943943500518799
69,0,2935,0.6875187158584595
69,0,2526,-0.9037047624588013
69,0,663,0.6447815895080566
69,0,2212,0.4826929569244385
69,0,2233,-1.472339391708374
69,0,2438,0.4745856523513794
69,0,2838,1.7615509033203125
70,0,86,0.8920302391052246
70,0,2783,0.5499358177185059
70,0,3070,0.24754831194877625
70,0,2277,-1.6029291152954102
70,0,1947,0.02552211284637451
70,0,2475,-0.36992013454437256
70,0,2596,3.5313544273376465
70,0,1441,0.9730682373046875
70,0,1155,-0.19858133792877197
70,0,752,-0.18254467844963074
71,0,2023,0.06940622627735138
71,0,623,-1.3164455890655518
71,0,517,3.005894660949707
71,0,191,-0.8558046817779541
71,0,931,2.39138126373291
71,0,564,-0.3764348328113556
71,0,1872,4.060657024383545
71,0,875,5.48268985748291
71,0,522,2.982898235321045
71,0,1908,6.472644805908203
72,0,630,-1.0658305883407593
72,0,432,1.465558648109436
72,0,446,1.3881423473358154
72,0,2563,-1.7412230968475342
72,0,866,0.5412882566452026
72,0,2932,-1.7556495666503906
72,0,1793,0.03674495220184326
72,0,1474,-0.608765184879303
72,0,3062,-2.265471935272217
72,0,2715,1.668709635734558
73,0,433,3.3840749263763428
73,0,923,-1.2547266483306885
73,0,1470,1.3153929710388184
73,0,1091,0.8187224268913269
73,0,2516,-1.2534219026565552
73,0,1776,4.509273529052734
73,0,2303,0.43745821714401245
73,0,1371,4.4769978523254395
73,0,1201,0.06152518093585968
73,0,2030,-0.16667473316192627
74,0,746,0.862560510635376
74,0,1342,-0.028060495853424072
74,0,980,2.1843137741088867
74,0,1656,0.374750018119812
74,0,2957,0.5525233745574951
74,0,2135,0.09188669919967651
74,0,454,0.32350394129753113
74,0,3099,-0.07750605046749115
74,0,2998,0.7233511209487915
74,0,920,2.5878939628601074
75,0,1265,-0.373018741607666
75,0,2100,0.8918507099151611
75,0,3068,-1.531991720199585
75,0,407,-2.6588072776794434
75,0,2607,-1.2797600030899048
75,0,1973,1.2307486534118652
75,0,1009,5.218628406524658
75,0,1099,0.7155879735946655
75,0,629,0.08266466110944748
75,0,270,0.7639532089233398
76,0,189,-0.06839505583047867
76,0,688,-1.10928475856781
76,0,343,-0.32226234674453735
76,0,243,0.6750931143760681
76,0,1908,6.189284801483154
76,0,1545,-0.9929022789001465
76,0,2734,-0.537804126739502
76,0,1654,-1.058502197265625
76,0,706,2.0395894050598145
76,0,870,3.6646337509155273
77,0,2682,-0.6540641188621521
77,0,168,0.7564910054206848
77,0,3168,-0.6298487782478333
77,0,1334,1.2942478656768799
77,0,3189,-0.2402552366256714
77,0,146,2.040419101715088
77,0,1508,0.09665670990943909
77,0,1677,0.7074893712997437
77,0,1425,-0.14995554089546204
77,0,633,4.233026504516602
78,0,554,-1.300805926322937
78,0,2728,2.192014217376709
78,0,2532,1.398958444595337
78,0,452,-1.6153924465179443
78,0,1858,2.4160103797912598
78,0,2085,0.5944877862930298
78,0,1175,0.29016584157943726
78,0,3111,-0.2014443427324295
78,0,227,0.8855993747711182
78,0,1043,4.540307998657227
79,0,1016,2.382068157196045
79,0,2853,1.1233234405517578
79,0,3185,-0.8046118021011353
79,0,979,2.09649920463562
79,0,946,4.157708168029785
79,0,2354,-1.3780291080474854
79,0,549,-1.0696405172348022
79,0,3115,-0.590003252029419
79,0,2092,0.122665174305439
79,0,1729,-0.4851294457912445
80,0,524,2.728001356124878
80,0,797,-0.6755838394165039
80,0,3040,-0.7934064865112305
80,0,800,0.6794556379318237
80,0,2614,1.1209391355514526
80,0,1326,2.137092113494873
80,0,124,0.5497967004776001
80,0,1405,1.4330024719238281
80,0,2636,-0.5779320001602173
80,0,53,0.5771650671958923
81,0,3026,2.9137792587280273
81,0,1160,-0.5482919812202454
81,0,730,2.853085994720459
81,0,3121,1.3460867404937744
81,0,371,-1.0218242406845093
81,0,3002,1.0001211166381836
81,0,3016,0.02676144242286682
81,0,1368,-0.6355922222137451
81,0,308,-0.7143990397453308
81,0,2210,0.02756693959236145
82,0,787,-0.39596155285835266
82,0,2967,0.2482895404100418
82,0,2083,1.0784752368927002
82,0,2386,2.456559658050537
82,0,220,0.6877273321151733
82,0,2379,1.0587916374206543
82,0,2521,4.517050743103027
82,0,68,0.13440313935279846
82,0,645,0.6709420084953308
82,0,2014,0.14001862704753876
83,0,995,-1.3716771602630615
83,0,1551,-0.10234632343053818
83,0,419,0.5182965993881226
83,0,2354,-0.9933755993843079
83,0,2006,0.375582218170166
83,0,3068,0.8224883079528809
83,0,1587,-0.2688886523246765
83,0,3144,-0.8208286166191101
83,0,260,0.13490824401378632
83,0,1572,0.04137365520000458
84,0,1698,1.8015058040618896
84,0,1185,-0.13988898694515228
84,0,572,1.0653878450393677
84,0,2686,0.03948897123336792
84,0,573,1.4746379852294922
84,0,2329,-0.34804046154022217
84,0,1819,1.111318826675415
84,0,1287,1.9564605951309204
84,0,1668,1.2747293710708618
84,0,1340,1.8580384254455566
85,0,962,1.4259839057922363
85,0,2633,1.7431310415267944
85,0,1702,2.5701327323913574
85,0,1419,-0.7432821393013
85,0,3054,0.8254159092903137
85,0,1781,-0.42422598600387573
85,0,2534,0.8341270685195923
85,0,1580,3.515956163406372
85,0,763,0.4436911344528198
85,0,2920,3.431008815765381
86,0,368,0.1790349930524826
86,0,206,-0.06514015793800354
86,0,2795,-0.50469970703125
86,0,1807,-0.5976762175559998
86,0,3092,-0.7523303031921387
86,0,1836,1.1747181415557861
86,0,1332,1.4274036884307861
86,0,1654,-0.46527838706970215
86,0,605,-0.914962649345398
86,0,852,0.7893568277359009
87,0,2524,0.9412357211112976
87,0,772,-1.2702455520629883
87,0,1477,0.8668649196624756
87,0,2547,2.373181104660034
87,0,3176,-0.14251427352428436
87,0,2766,1.7726364135742188
87,0,3029,-0.5122266411781311
87,0,1326,3.878413438796997
87,0,809,-0.7363268733024597
87,0,906,-0.6283751726150513
88,0,3182,-1.1234630346298218
