u,i
4664,922
519,827
437,1883
2985,3080
2965,1346
943,2515
5939,1018
3578,1125
3301,974
2826,2865
2856,726
3939,196
2540,1244
2104,730
1951,489
4864,2426
812,2088
2774,2663
3152,1207
2838,2041
1550,2820
3317,1019
296,944
3018,982
3202,2413
683,1557
5469,1797
2540,557
1397,386
3851,1237
1366,1523
978,1797
844,525
4014,3010
3782,2706
4286,1800
318,1350
5168,2178
147,533
2942,865
3891,1305
954,464
1909,1074
4993,1830
2,1915
715,127
446,1509
1449,140
2108,3176
1301,1393
4239,848
2834,2830
689,954
1713,3005
4190,1038
4595,812
5471,1623
3669,1945
1151,730
1900,0
2175,2494
2867,310
3639,1590
2051,1910
3125,2747
320,2257
546,1043
2641,1021
4115,1887
255,1849
1585,1524
2792,1443
5543,1623
5814,120
3470,1019
5667,1810
3625,661
1999,153
4809,337
2939,1186
188,1748
2336,896
3393,2003
3848,95
1426,1000
3152,1797
3737,268
3319,525
4699,1515
993,2717
1440,521
320,393
3517,1007
302,728
889,1659
2188,2656
312,1527
4757,1533
3507,2623
1077,1962
2939,1195
2825,144
5361,927
4194,1998
5776,715
4018,57
1835,1642
5402,1216
3369,137
3545,291
1257,643
2274,2167
4436,1520
3210,1364
5394,1975
2586,32
5924,1475
5688,2594
2441,992
3992,1045
1120,2825
1995,142
3649,3004
5187,1085
5286,2438
4972,413
3851,384
3966,2131
1077,2797
2999,180
3956,1674
297,155
5045,2633
3989,953
5359,2066
2117,2855
5051,2977
5351,639
3637,829
335,716
1938,1037
937,1096
2367,2340
3353,882
3170,42
3747,2137
5353,376
3873,2407
5251,1774
2726,1569
1264,874
2542,2167
4896,2451
3923,153
1222,41
4268,2012
3259,442
721,1116
3015,1618
452,1002
892,2717
5342,718
1754,1003
4646,286
4138,2878
2092,2347
3306,1403
451,2568
2033,960
647,2255
4030,92
5339,2184
5039,1579
2083,1258
1028,1523
5933,2585
480,2853
4171,2821
3965,286
3677,2448
37,2065
4247,376
2327,294
3092,1032
3637,964
959,1486
2949,486
2267,1767
5245,1341
2196,2515
2647,3083
326,1409
472,2374
175,1673
917,589
296,421
1257,2589
4320,1397
781,2167
1285,725
4012,870
1912,2225
3760,2349
2214,473
2192,870
1731,400
2034,64
4646,560
1060,1575
1963,336
3132,1117
2267,2775
3658,1101
2872,1244
1467,474
1986,2961
832,898
1046,1244
3799,546
5287,952
273,3099
2785,10
4224,1771
5396,5
4017,100
5360,984
1343,2409
32,2840
1230,2975
5368,2141
2839,989
2251,2807
2946,1525
2888,1905
476,1976
5342,1016
5861,2775
77,57
4890,386
301,3019
269,2168
2933,1195
5658,705
3867,2029
481,1840
1962,1020
2133,861
5360,679
4357,991
5056,927
5357,2037
4232,1040
97,1035
4029,2173
1815,49
4100,2027
90,951
570,1393
2166,2318
1742,2455
4642,199
2527,1933
3021,2163
2021,2078
4575,2170
5583,2232
4082,1260
4020,2204
1103,943
3016,1490
4658,1009
3941,2115
4421,130
240,759
4712,306
1692,2505
4421,1397
3708,1809
5915,901
4255,2835
1132,2816
1971,1776
5089,384
4506,21
2200,2176
3670,905
5252,142
3723,956
756,816
1012,2962
344,967
4588,950
5101,1509
2359,1336
3269,155
5507,1244
5941,2451
3661,951
4556,1945
2957,988
1772,34
1851,87
5119,1713
4906,49
3462,956
36,180
1555,2283
5453,2398
1536,806
3310,142
5597,531
1833,1939
690,1523
930,1376
5624,417
4482,1170
2061,2385
4262,1016
4930,2140
3740,638
93,932
4259,2446
3599,2449
5398,2979
2564,1070
1221,1880
4300,1915
2888,2110
2888,1045
2216,286
4281,1405
273,2335
1285,932
1074,870
3906,725
5258,1484
1772,1026
4059,947
4532,1673
4867,225
1887,1195
3491,1458
404,1117
1748,2342
2661,944
2208,1518
205,1356
3739,58
1022,749
2804,943
3664,1089
1838,1569
1882,1563
4060,2913
624,729
44,2315
5342,775
5126,633
4625,2546
1737,1258
2010,1149
4318,2407
1259,2329
17,523
3447,2377
3766,1865
1769,2841
2170,3061
2303,2162
5767,0
4806,2590
1838,942
1954,3028
32,1935
1679,1820
5257,1100
4943,953
1768,193
2497,1982
3820,2183
858,1547
1134,2256
2014,200
2839,1159
1763,1606
3336,2778
5557,739
5893,1098
2733,2502
3941,2122
4248,905
4187,252
5507,573
1419,1828
2942,732
5921,225
5867,1697
1915,2455
1018,1867
4914,374
3414,2297
5512,1389
5880,1084
5905,1524
98,9
3853,2167
3491,45
4442,1918
873,3190
4079,1101
4276,2975
5356,1007
3459,193
1574,1523
4345,1629
144,1109
158,1356
3506,518
3506,3015
3970,945
467,1045
1772,2703
2184,465
719,314
1713,932
4836,438
5566,876
2361,98
3336,715
401,881
5852,996
5768,971
4252,946
4588,2708
3294,2601
1982,380
3687,1429
130,648
5879,1667
2056,2622
5634,633
2935,661
5408,27
1074,256
2761,1359
4756,2630
1349,2425
3526,204
1351,921
2935,1793
5559,337
1157,3028
3596,2747
4927,1917
4903,1476
5267,2049
1237,903
3539,1127
709,101
1581,1876
5631,986
2303,1228
4813,865
4719,1324
1831,2471
4410,2381
2061,2793
3714,3042
1323,966
3089,10
1615,2240
1200,2793
2115,386
1077,1677
4000,881
4248,1674
4993,976
2875,1541
2924,2326
408,34
4613,2705
4014,1518
2064,23
5769,865
1628,996
2286,933
234,921
1167,952
3,679
1753,3163
1028,1883
1609,2616
607,1608
242,374
2785,478
5240,2449
818,1831
2375,1548
3244,2472
1603,1590
2081,2216
3992,2448
4890,1419
5590,848
4875,1032
3707,997
1915,2349
2536,1517
230,1044
623,1659
544,1669
673,2151
582,2728
5104,1350
5755,31
1206,625
5114,2568
5276,2150
3235,374
2963,37
4488,1206
3211,858
5431,2536
4220,435
4589,393
4758,2472
444,1078
1821,3157
1483,2349
2,490
5493,759
3722,2455
3132,99
3681,1623
1075,759
4836,1332
475,1248
5336,903
5776,954
5241,2702
2451,2360
970,192
1702,1064
5804,2835
331,2112
5943,1742
4232,2694
2519,1517
4431,942
2581,32
3506,2058
4008,959
4712,1272
5241,1811
2942,131
1936,525
1334,1009
4157,573
1187,1409
1248,968
5153,608
115,1128
4000,1976
5445,2415
3347,482
3798,1095
35,318
703,1361
1090,1354
1292,2349
5857,1809
5248,1258
3936,1443
4065,290
595,1676
3129,28
259,2110
2171,1810
3851,2617
3716,905
4896,972
5202,2889
5948,706
3037,2979
4606,1848
2148,2536
951,1590
5662,2548
2132,692
5299,1724
807,2065
5206,2227
3954,1962
2410,2439
3466,1674
1772,966
5840,717
1625,2721
2117,728
3041,1114
3596,334
1024,953
452,15
2191,722
4997,2089
3356,2975
777,2317
2371,832
3784,1188
444,1056
227,1036
3939,1097
2525,944
3737,417
2656,1051
1741,968
2862,2594
4843,961
3760,2750
4729,2318
3947,1867
735,286
4651,267
4187,458
218,1484
1472,720
5206,2145
259,1919
4059,679
5010,777
2093,2777
5062,1674
1311,2626
64,1508
803,971
4979,2855
3808,606
3564,966
4589,1465
5144,876
2563,24
369,2352
4002,1127
1697,1530
3955,2170
4726,1206
4058,310
1627,820
2976,1487
4237,2255
4393,2110
1336,598
1379,489
4809,1867
1707,540
5198,950
3369,1724
3998,1429
3969,954
3345,1128
2261,2980
3228,1117
5644,2216
3898,225
4142,942
829,1032
3141,1811
2899,873
1838,1939
457,571
3258,2511
3345,942
244,1051
3503,252
1383,260
2972,2651
3734,1703
1673,953
3089,449
3722,2775
842,110
5679,248
4509,2728
5816,725
3658,1451
2722,2753
2005,1393
5093,314
3664,474
1553,1761
5892,606
4615,1669
1859,813
2352,1290
27,3001
5495,40
4999,975
3374,2800
1513,2750
157,1044
3153,276
2147,2840
2228,996
988,1748
3608,2134
2234,2765
3873,1563
4037,1095
4810,2564
4642,385
370,876
3697,1511
5496,760
368,604
427,296
3303,2690
3776,1086
52,1513
2936,2659
1882,2195
5361,1011
481,299
574,296
2770,2036
1707,1695
4997,1574
1616,2049
2160,41
3501,2256
3378,2594
1988,1114
1441,0
913,152
4614,661
5915,2235
4477,1901
103,27
2555,643
2127,1547
3524,2012
3366,2157
5655,1809
4999,974
2965,1655
1819,546
3939,1849
5609,6
3240,756
2639,2029
5857,2129
1916,1695
3010,2171
1977,2114
3734,1659
5623,1800
5924,1695
3510,1348
3132,2703
3749,2437
1301,943
3893,2473
40,2032
3437,1809
5631,971
4406,274
3634,1020
2644,715
2665,3129
3888,2455
445,994
624,276
2441,1530
617,2586
18,1724
3438,1618
375,1001
3350,865
4473,980
296,956
3129,924
1877,2551
3681,1088
3974,1073
1205,504
2344,2518
3809,2451
2286,2477
2361,803
2613,2625
3517,979
1922,1851
1998,2750
1746,993
3208,2764
4959,1356
5248,1354
2582,2497
