user_id,time_step,item,sim_score
15,0,1400,0.33847707509994507
15,0,1828,0.32284700870513916
15,0,626,0.50579434633255
15,0,1170,0.6662805676460266
15,0,195,0.5588154196739197
16,0,2428,0.6243804097175598
16,0,1439,0.596356213092804
16,0,1601,0.5936137437820435
16,0,438,0.6533820033073425
16,0,2162,0.7650689482688904
16,0,1668,0.3950005769729614
16,0,1727,0.4581478536128998
16,0,3058,0.723333477973938
16,0,2247,0.3803656995296478
16,0,148,0.8013701438903809
17,0,3011,0.6025340557098389
17,0,1799,0.6005724668502808
17,0,1091,0.47875359654426575
17,0,457,0.6464710235595703
17,0,1986,0.4201836884021759
17,0,806,0.8033651113510132
17,0,184,0.4005100727081299
17,0,2395,0.4395482838153839
17,0,1364,0.7582783102989197
17,0,48,0.709013819694519
18,0,81,0.6491225957870483
18,0,891,0.22563579678535461
18,0,2356,0.41625410318374634
18,0,1089,0.2989497184753418
18,0,2244,0.5999671816825867
18,0,1810,0.37579208612442017
18,0,605,0.6719169616699219
18,0,193,0.7728226780891418
18,0,2460,0.3828156590461731
18,0,6,0.5755666494369507
19,0,1564,0.6238359212875366
19,0,3001,0.7624942660331726
19,0,1278,0.7868995070457458
19,0,1412,0.391522616147995
19,0,1247,0.455951064825058
19,0,899,0.5073770880699158
19,0,2122,0.561213493347168
19,0,2391,0.5563154220581055
19,0,2438,0.4916077256202698
19,0,1943,0.7371664047241211
20,0,3193,0.6355990767478943
20,0,67,0.5070034265518188
20,0,105,0.594907283782959
20,0,2400,0.508460521697998
20,0,2691,0.48971372842788696
20,0,1270,0.6847051382064819
20,0,1328,0.5116482377052307
20,0,1909,0.6202709674835205
20,0,1788,0.6391454935073853
20,0,3100,0.43565282225608826
21,0,1803,0.8038972020149231
21,0,2411,0.5295057892799377
21,0,2539,0.2855491042137146
21,0,794,0.359086811542511
21,0,3108,0.41015878319740295
21,0,1470,0.3815884292125702
21,0,2903,0.43631553649902344
21,0,1156,0.30832529067993164
21,0,2525,0.43890225887298584
21,0,1998,0.39382144808769226
22,0,1016,0.7103003859519958
22,0,601,0.4709054231643677
22,0,3102,0.23995870351791382
22,0,321,0.7788307666778564
22,0,2788,0.39396774768829346
22,0,1938,0.8314740061759949
22,0,2600,0.8963334560394287
22,0,255,0.24878144264221191
22,0,1353,0.7034178972244263
22,0,399,0.7246444225311279
23,0,2792,0.6891227960586548
23,0,1230,0.5601686835289001
23,0,1298,0.6069244742393494
23,0,2523,0.20690101385116577
23,0,2598,0.490519642829895
23,0,1588,0.5259446501731873
23,0,435,0.6801066398620605
23,0,624,0.36672142148017883
23,0,2329,0.6719440221786499
23,0,1231,0.6063715815544128
24,0,197,0.6067993640899658
24,0,1360,0.6603189706802368
24,0,1965,0.49973994493484497
24,0,236,0.5567711591720581
24,0,3092,0.4236394762992859
24,0,517,0.5841493010520935
24,0,2532,0.34799715876579285
24,0,2404,0.37258124351501465
24,0,208,0.4802555739879608
24,0,2097,0.6523770093917847
25,0,1529,0.5989922881126404
25,0,2591,0.47981885075569153
25,0,1933,0.5906111598014832
25,0,1389,0.22968211770057678
25,0,111,0.4652043581008911
25,0,1851,0.6646203398704529
25,0,1224,0.6295502185821533
25,0,2287,0.41918498277664185
25,0,2244,0.3579442501068115
25,0,1550,0.24331748485565186
26,0,757,0.8489428758621216
26,0,3145,0.4786987602710724
26,0,1924,0.4488128423690796
26,0,678,0.40882331132888794
26,0,90,0.6155297160148621
26,0,1220,0.7618606090545654
26,0,1315,0.641880214214325
26,0,1822,0.6323224306106567
26,0,2442,0.3630800247192383
26,0,1455,0.4888594448566437
27,0,1103,0.8053910136222839
27,0,162,0.2004738450050354
27,0,441,0.4972968101501465
27,0,2202,0.2892224192619324
27,0,2795,0.41152650117874146
27,0,405,0.4583149552345276
27,0,3071,0.2778652310371399
27,0,886,0.3911299705505371
27,0,584,0.40852680802345276
27,0,2586,0.5513746738433838
28,0,182,0.4174875020980835
28,0,2981,0.4453164339065552
28,0,2827,0.63844895362854
28,0,651,0.44465622305870056
28,0,3031,0.7703707218170166
28,0,2785,0.4952971935272217
28,0,711,0.5518661141395569
28,0,867,0.6280752420425415
28,0,3126,0.7007013559341431
28,0,134,0.49001649022102356
29,0,1203,0.41817981004714966
29,0,69,0.33283862471580505
29,0,147,0.5487825274467468
29,0,631,0.3983165919780731
29,0,890,0.28862422704696655
29,0,2279,0.6707772612571716
29,0,535,0.6430771946907043
29,0,1354,0.24090540409088135
29,0,320,0.3741782009601593
29,0,917,0.3315356969833374
30,0,268,0.71399986743927
30,0,905,0.6690605282783508
30,0,2592,0.6147292256355286
30,0,555,0.5198538899421692
30,0,135,0.5153228640556335
30,0,2888,0.571529746055603
30,0,1254,0.6482338309288025
30,0,8,0.31140774488449097
30,0,1163,0.5906869173049927
30,0,1699,0.5804929137229919
31,0,3194,0.5166676044464111
31,0,815,0.6684823036193848
31,0,2836,0.5751747488975525
31,0,1977,0.6283564567565918
31,0,736,0.7348689436912537
31,0,2816,0.4885353446006775
31,0,669,0.589214563369751
31,0,659,0.4827158749103546
31,0,1142,0.4229566156864166
31,0,2136,0.6061118841171265
32,0,1562,0.6836233139038086
32,0,2663,0.5469627976417542
32,0,2112,0.4175414741039276
32,0,648,0.7234177589416504
32,0,1383,0.33963489532470703
32,0,2253,0.8412508964538574
32,0,1362,0.2520960569381714
32,0,2047,0.5138800144195557
32,0,705,0.6855146884918213
32,0,1674,0.49891093373298645
33,0,2150,0.7996809482574463
33,0,1144,0.37063586711883545
33,0,88,0.6895596385002136
33,0,1501,0.8299995064735413
33,0,2081,0.14051932096481323
33,0,3003,0.5594268441200256
33,0,1705,0.6302788257598877
33,0,1552,0.1502341628074646
33,0,1174,0.6097955703735352
33,0,1229,0.47257694602012634
34,0,1183,0.7809246778488159
34,0,2413,0.8775340914726257
34,0,721,0.6497159004211426
34,0,457,0.6842249035835266
34,0,2901,0.6402980089187622
34,0,1007,0.7624192237854004
34,0,1463,0.581479549407959
34,0,1810,0.417991578578949
34,0,1344,0.3449614346027374
34,0,2486,0.7393494844436646
35,0,972,0.756473183631897
35,0,1315,0.6190557479858398
35,0,1928,0.6462469696998596
35,0,2409,0.42684537172317505
35,0,2932,0.2434101700782776
35,0,2945,0.3401849865913391
35,0,540,0.6356878876686096
35,0,472,0.5387243628501892
35,0,2693,0.41550958156585693
35,0,1970,0.35066884756088257
36,0,2882,0.3585722744464874
36,0,879,0.6123812794685364
36,0,1937,0.47945722937583923
36,0,2249,0.49913090467453003
36,0,2417,0.526181697845459
36,0,1882,0.4585641026496887
36,0,263,0.5164477825164795
36,0,615,0.5359194874763489
36,0,865,0.5519520044326782
36,0,473,0.877636194229126
37,0,1441,0.4835363030433655
37,0,1509,0.41849273443222046
37,0,2354,0.7249416708946228
37,0,1442,0.4575941860675812
37,0,1483,0.6649137735366821
37,0,261,0.47277238965034485
37,0,2094,0.6306068301200867
37,0,2419,0.5036364197731018
37,0,948,0.37855127453804016
37,0,1717,0.35987573862075806
38,0,1382,0.3349853754043579
38,0,1336,0.42288172245025635
38,0,2642,0.5371845960617065
38,0,1603,0.5776860117912292
38,0,1507,0.6792824268341064
38,0,3030,0.3508884906768799
38,0,1534,0.7017741203308105
38,0,58,0.37591081857681274
38,0,2386,0.8089112639427185
38,0,824,0.728684663772583
39,0,704,0.6517691612243652
39,0,1752,0.6767189502716064
39,0,328,0.4357073903083801
39,0,2766,0.5250837206840515
39,0,272,0.7396442294120789
39,0,1073,0.5412463545799255
39,0,2706,0.5264901518821716
39,0,2162,0.5748346447944641
39,0,1439,0.49325329065322876
39,0,3141,0.47634217143058777
40,0,1706,0.6041615009307861
40,0,1686,0.5275640487670898
40,0,2318,0.43195977807044983
40,0,1496,0.412993460893631
40,0,1205,0.5583311915397644
40,0,1277,0.6287606954574585
40,0,2305,0.6191900372505188
40,0,1447,0.5513738393783569
40,0,1431,0.6366201043128967
40,0,2083,0.6073180437088013
41,0,1818,0.5166325569152832
41,0,1725,0.6992703080177307
41,0,2491,0.26326560974121094
41,0,551,0.6501516103744507
41,0,2768,0.322918176651001
41,0,2319,0.48849621415138245
41,0,2496,0.7409122586250305
41,0,1943,0.6943765878677368
41,0,2409,0.6050049662590027
41,0,1967,0.5515588521957397
42,0,2896,0.701935887336731
42,0,1185,0.23209166526794434
42,0,2316,0.6587549448013306
42,0,2420,0.3950558006763458
42,0,1147,0.643461287021637
42,0,618,0.52504563331604
42,0,2787,0.421655535697937
42,0,284,0.723560631275177
42,0,2012,0.4113892912864685
42,0,1969,0.4984702169895172
43,0,3147,0.412627249956131
43,0,3096,0.5993507504463196
43,0,314,0.8489202260971069
43,0,2366,0.3935929536819458
43,0,2820,0.5786789059638977
43,0,1341,0.3886251449584961
43,0,368,0.5656933188438416
43,0,737,0.7319037914276123
43,0,2731,0.5146277546882629
43,0,1584,0.7160513401031494
44,0,1730,0.3144815266132355
44,0,2047,0.820770263671875
44,0,1359,0.3820823132991791
44,0,2667,0.44560179114341736
44,0,2633,0.361677348613739
44,0,2644,0.4420197904109955
44,0,2266,0.5696389675140381
44,0,2687,0.49405932426452637
44,0,2894,0.4371257722377777
44,0,2912,0.43291762471199036
45,0,2641,0.5984285473823547
45,0,224,0.4507845640182495
45,0,1292,0.7726768255233765
45,0,2294,0.5474559664726257
45,0,604,0.5656129121780396
45,0,2013,0.6030271053314209
45,0,79,0.5917552709579468
45,0,1846,0.39373037219047546
45,0,1187,0.6079477071762085
45,0,2393,0.5713330507278442
46,0,697,0.46049800515174866
46,0,1504,0.6154401898384094
46,0,541,0.189235657453537
46,0,122,0.6694104671478271
46,0,932,0.6800359487533569
46,0,2160,0.36569613218307495
46,0,3,0.5132035613059998
46,0,719,0.7730528116226196
46,0,1597,0.662494421005249
46,0,205,0.6456078290939331
47,0,1314,0.47039949893951416
47,0,761,0.492972195148468
47,0,1818,0.42795416712760925
47,0,2366,0.5301193594932556
47,0,1293,0.6812009811401367
47,0,2113,0.4556310176849365
47,0,779,0.35384127497673035
47,0,2095,0.7284219861030579
47,0,631,0.7243298888206482
47,0,2316,0.39700549840927124
48,0,223,0.588202953338623
48,0,2166,0.6479434967041016
48,0,2429,0.43771758675575256
48,0,1054,0.5474870800971985
48,0,844,0.5403066873550415
48,0,2973,0.42154330015182495
48,0,45,0.6390599012374878
48,0,2141,0.533488392829895
48,0,2308,0.45686277747154236
48,0,1910,0.5462335348129272
49,0,1222,0.639411449432373
49,0,463,0.465061217546463
49,0,1144,0.385966032743454
49,0,702,0.4826575219631195
49,0,2375,0.46307674050331116
49,0,2058,0.6797215938568115
49,0,3056,0.46767961978912354
49,0,1582,0.7009671926498413
49,0,2638,0.4909832775592804
49,0,600,0.6250239610671997
50,0,2066,0.40730834007263184
50,0,164,0.45053577423095703
50,0,2224,0.7572481036186218
50,0,212,0.5471205115318298
50,0,1481,0.7643577456474304
50,0,2608,0.25333085656166077
50,0,2677,0.8167014718055725
50,0,3060,0.6845163106918335
50,0,2605,0.37795770168304443
50,0,809,0.523736834526062
51,0,1905,0.6494213938713074
51,0,2759,0.5415441393852234
51,0,2997,0.6152067184448242
51,0,871,0.6821539998054504
51,0,1170,0.31495410203933716
51,0,400,0.7428210973739624
51,0,484,0.4509051442146301
51,0,2098,0.6714432239532471
51,0,2600,0.6590288877487183
51,0,3110,0.5160382986068726
52,0,801,0.6371363401412964
52,0,1951,0.6288890242576599
52,0,203,0.7574689984321594
52,0,2005,0.5334681272506714
52,0,1226,0.3521740734577179
52,0,2106,0.3797151446342468
52,0,887,0.4083021581172943
52,0,2819,0.366707980632782
52,0,2787,0.359617680311203
52,0,2238,0.6840128302574158
53,0,1273,0.6462948322296143
53,0,1033,0.5314884185791016
53,0,2773,0.5744496583938599
53,0,1944,0.6210312247276306
53,0,814,0.7265003323554993
53,0,2909,0.4342033863067627
53,0,1023,0.4151882827281952
53,0,2079,0.4915425181388855
53,0,2112,0.41108548641204834
53,0,1860,0.2368716299533844
54,0,996,0.7295256853103638
54,0,2401,0.5543485879898071
54,0,367,0.3931935429573059
54,0,2669,0.4576796889305115
54,0,1329,0.8156173229217529
54,0,75,0.619478166103363
54,0,2905,0.4007035791873932
54,0,2003,0.5256422162055969
54,0,289,0.25670361518859863
54,0,1648,0.6087320446968079
55,0,136,0.572565495967865
55,0,2387,0.74943608045578
55,0,2174,0.5959972739219666
55,0,699,0.62729412317276
55,0,75,0.444811075925827
55,0,1402,0.6315120458602905
55,0,2069,0.7284596562385559
55,0,1521,0.6226323246955872
55,0,1695,0.5021829009056091
55,0,32,0.6301483511924744
56,0,635,0.3695729374885559
56,0,3043,0.5998243093490601
56,0,709,0.7921380996704102
56,0,627,0.23045411705970764
56,0,2467,0.4171409606933594
56,0,1309,0.3147581219673157
56,0,549,0.3543272316455841
56,0,554,0.3011690080165863
56,0,1958,0.31387218832969666
56,0,1934,0.4936532974243164
57,0,3056,0.3357134461402893
57,0,3046,0.30498889088630676
57,0,185,0.7999204397201538
57,0,2587,0.3899171054363251
57,0,2576,0.2279278039932251
57,0,2540,0.6882474422454834
57,0,765,0.7806330323219299
57,0,658,0.36816808581352234
57,0,2472,0.5718865394592285
57,0,2445,0.5250587463378906
58,0,1646,0.6330560445785522
58,0,2774,0.5960181951522827
58,0,395,0.5161523818969727
58,0,1385,0.6355686783790588
58,0,1127,0.5404663681983948
58,0,1300,0.6361724138259888
58,0,73,0.4156591296195984
58,0,595,0.2885282635688782
58,0,2016,0.44970473647117615
58,0,3076,0.6560076475143433
59,0,2747,0.3757198452949524
59,0,2622,0.3370511829853058
59,0,1534,0.5358251333236694
59,0,1349,0.3168933689594269
59,0,3140,0.7474497556686401
59,0,68,0.4835270345211029
59,0,749,0.7703367471694946
59,0,3173,0.4330790042877197
59,0,1958,0.4308570623397827
59,0,728,0.8027238845825195
60,0,1430,0.5604023337364197
60,0,1621,0.5560680627822876
60,0,2816,0.4544045329093933
60,0,2081,0.40479740500450134
60,0,451,0.37330469489097595
60,0,962,0.6048163771629333
60,0,768,0.44478121399879456
60,0,1068,0.5438625812530518
60,0,2739,0.2934875786304474
60,0,2649,0.612232506275177
61,0,681,0.7287824153900146
61,0,2082,0.6657547950744629
61,0,2347,0.6357877850532532
61,0,2532,0.3309330940246582
61,0,740,0.5783169865608215
61,0,3171,0.5814990997314453
61,0,2097,0.38505104184150696
61,0,1808,0.32670801877975464
61,0,772,0.3552188575267792
61,0,1499,0.44956424832344055
62,0,2144,0.7359052300453186
62,0,1377,0.7090716361999512
62,0,631,0.5564438700675964
62,0,1716,0.4913930594921112
62,0,140,0.7429562211036682
62,0,773,0.37837332487106323
62,0,2485,0.560727059841156
62,0,390,0.5010557174682617
62,0,2254,0.7622517347335815
62,0,2993,0.42440566420555115
63,0,1895,0.5484500527381897
63,0,992,0.5774627923965454
63,0,2029,0.567237913608551
63,0,1368,0.4448383152484894
63,0,415,0.4982580244541168
63,0,928,0.5748355984687805
63,0,1741,0.543790876865387
63,0,49,0.5697334408760071
63,0,1008,0.4140380024909973
63,0,735,0.4416286051273346
64,0,1835,0.6135616898536682
64,0,687,0.5070962309837341
64,0,1454,0.40295690298080444
64,0,656,0.4815673232078552
64,0,598,0.5590738654136658
64,0,657,0.6174981594085693
64,0,2876,0.3765295147895813
64,0,3163,0.46492767333984375
64,0,659,0.5715457201004028
64,0,1014,0.6705954074859619
65,0,2137,0.5704131126403809
65,0,810,0.535161018371582
65,0,736,0.6739366054534912
65,0,54,0.7363647818565369
65,0,193,0.7436234354972839
65,0,1687,0.38509082794189453
65,0,467,0.6913203001022339
65,0,337,0.581108570098877
65,0,2221,0.7601516246795654
65,0,799,0.31103235483169556
66,0,2809,0.6823503971099854
66,0,596,0.4516714811325073
66,0,1888,0.24052011966705322
66,0,3066,0.5294003486633301
66,0,2666,0.4911663234233856
66,0,463,0.5870380401611328
66,0,754,0.6905542612075806
66,0,2449,0.3045632541179657
66,0,1390,0.3319123685359955
66,0,217,0.6056723594665527
67,0,2525,0.4702064096927643
67,0,2652,0.46048033237457275
67,0,826,0.5768623948097229
67,0,1939,0.639607846736908
67,0,2847,0.5359811782836914
67,0,1988,0.5310399532318115
67,0,1753,0.47725096344947815
67,0,941,0.40113168954849243
67,0,1817,0.4041363298892975
67,0,1717,0.4298992455005646
68,0,3020,0.43311405181884766
68,0,248,0.6034836173057556
68,0,1227,0.5553814768791199
68,0,2909,0.459636926651001
68,0,1058,0.6533178091049194
68,0,1342,0.6130954623222351
68,0,114,0.33850565552711487
68,0,1287,0.5669499039649963
68,0,646,0.2196066677570343
68,0,184,0.36239346861839294
69,0,2713,0.6901061534881592
69,0,600,0.44824591279029846
69,0,2573,0.7021327018737793
69,0,1184,0.6110778450965881
69,0,863,0.615950345993042
69,0,781,0.4253930449485779
69,0,3100,0.40186068415641785
69,0,1842,0.3738694190979004
69,0,1351,0.6055072546005249
69,0,1330,0.8080531358718872
70,0,1810,0.3791272044181824
70,0,2624,0.6990083456039429
70,0,107,0.620361864566803
70,0,1279,0.7484205961227417
70,0,698,0.378603458404541
70,0,800,0.6810866594314575
70,0,1132,0.21724483370780945
70,0,1465,0.26206037402153015
70,0,3015,0.40612050890922546
70,0,1950,0.48146915435791016
71,0,3104,0.5935966968536377
71,0,105,0.35840505361557007
71,0,2235,0.47922104597091675
71,0,3091,0.7337453961372375
71,0,1486,0.47449278831481934
71,0,32,0.7466645836830139
71,0,541,0.4739411473274231
71,0,260,0.7636308670043945
71,0,1132,0.561560869216919
71,0,2542,0.7001076340675354
72,0,997,0.5467424392700195
72,0,2954,0.7452850341796875
72,0,1807,0.4950014054775238
72,0,1662,0.5827103853225708
72,0,315,0.48140114545822144
72,0,1961,0.6161709427833557
72,0,726,0.5394628047943115
72,0,1162,0.7921220064163208
72,0,2451,0.3608115017414093
72,0,1294,0.5500986576080322
73,0,2426,0.5514500737190247
73,0,1028,0.5502030849456787
73,0,2014,0.41669562458992004
73,0,3097,0.6480939984321594
73,0,1016,0.6063439846038818
73,0,3016,0.28106099367141724
73,0,3099,0.723828911781311
73,0,593,0.6652196645736694
73,0,130,0.6241117715835571
73,0,188,0.6534121632575989
74,0,1486,0.4699423909187317
74,0,3108,0.3881473243236542
74,0,255,0.25760215520858765
74,0,3134,0.5736684203147888
74,0,2100,0.6314544081687927
74,0,942,0.6100717186927795
74,0,1624,0.4215826392173767
74,0,3045,0.44063547253608704
74,0,945,0.588736891746521
74,0,2121,0.3452887535095215
75,0,2666,0.4474991261959076
75,0,2823,0.5559501647949219
75,0,1445,0.4677847623825073
75,0,2685,0.5369001030921936
75,0,24,0.6142685413360596
75,0,2598,0.3170701861381531
75,0,1853,0.5624152421951294
75,0,737,0.5636025667190552
75,0,1523,0.5669074654579163
75,0,1432,0.41265806555747986
76,0,2415,0.603184163570404
76,0,270,0.4115058183670044
76,0,2738,0.48645123839378357
76,0,1738,0.46041831374168396
76,0,1821,0.3510802388191223
76,0,1064,0.5658114552497864
76,0,295,0.4319281280040741
76,0,482,0.5047754645347595
76,0,1554,0.6369761228561401
76,0,1158,0.5530969500541687
77,0,693,0.44574904441833496
77,0,367,0.6228041648864746
77,0,1116,0.8696233034133911
77,0,46,0.8028272390365601
77,0,976,0.6992467641830444
77,0,2837,0.7818676233291626
77,0,342,0.23629790544509888
77,0,1718,0.20980322360992432
77,0,85,0.3799329698085785
77,0,965,0.6526232957839966
78,0,1882,0.8418505787849426
78,0,1198,0.4791300296783447
78,0,2633,0.5887185335159302
78,0,2961,0.6723065972328186
78,0,2658,0.41683274507522583
78,0,2440,0.4942641854286194
78,0,1753,0.6280925273895264
78,0,1069,0.4481106996536255
78,0,84,0.3217911720275879
78,0,1386,0.16837185621261597
79,0,52,0.413956880569458
79,0,1714,0.653667151927948
79,0,3152,0.7310556173324585
79,0,71,0.5888258814811707
79,0,2659,0.4945649206638336
79,0,1453,0.8988179564476013
79,0,1817,0.4072278141975403
79,0,369,0.7587746977806091
79,0,2828,0.5558632612228394
79,0,1721,0.6239972114562988
80,0,2906,0.4428224563598633
80,0,2302,0.7404183745384216
80,0,2545,0.31853777170181274
80,0,2221,0.7851273417472839
80,0,2165,0.4620468020439148
80,0,2417,0.6002552509307861
80,0,766,0.4145870804786682
80,0,362,0.34761691093444824
80,0,1539,0.40681982040405273
80,0,395,0.4201516807079315
81,0,2028,0.5455314517021179
81,0,92,0.752375602722168
81,0,2587,0.5931231379508972
81,0,2745,0.49579283595085144
81,0,1574,0.6213080883026123
81,0,2296,0.32813626527786255
81,0,605,0.6120668649673462
81,0,2672,0.5580383539199829
81,0,3072,0.45089995861053467
81,0,27,0.4356403052806854
82,0,1981,0.34376609325408936
82,0,280,0.5470589399337769
82,0,2812,0.3990060091018677
82,0,1650,0.3924522399902344
82,0,446,0.47699031233787537
82,0,2007,0.4180958569049835
82,0,1460,0.5149805545806885
82,0,1571,0.512985348701477
82,0,839,0.5280688405036926
82,0,1852,0.5051267743110657
83,0,1017,0.17086434364318848
83,0,777,0.5680952668190002
83,0,1400,0.43226858973503113
83,0,1421,0.7448127865791321
83,0,1765,0.475286066532135
83,0,2875,0.41562190651893616
83,0,2015,0.5720365643501282
83,0,1315,0.41425850987434387
83,0,1924,0.479890912771225
83,0,1153,0.49170053005218506
84,0,2013,0.587273895740509
84,0,892,0.6190705895423889
84,0,1387,0.8227863907814026
84,0,3193,0.5799503922462463
84,0,1560,0.4404030740261078
84,0,1491,0.6610300540924072
84,0,3086,0.5362442135810852
84,0,1280,0.7277073860168457
84,0,2542,0.5505563020706177
84,0,2937,0.7231548428535461
85,0,1097,0.5243805646896362
85,0,893,0.16058573126792908
85,0,2239,0.29873746633529663
85,0,492,0.3580470383167267
85,0,857,0.44607338309288025
85,0,1708,0.33977293968200684
85,0,3028,0.6657508611679077
85,0,2685,0.4900279939174652
85,0,1193,0.17929339408874512
85,0,3191,0.3436073660850525
86,0,1165,0.5467538833618164
86,0,756,0.5690701007843018
86,0,2234,0.4826212525367737
86,0,1960,0.684073269367218
86,0,2757,0.7127819061279297
86,0,2744,0.6969645023345947
86,0,569,0.3312188982963562
86,0,2669,0.41899460554122925
86,0,1292,0.6016254425048828
86,0,566,0.39620018005371094
87,0,617,0.477931946516037
87,0,1116,0.7066035270690918
87,0,331,0.531629204750061
87,0,2955,0.47983187437057495
87,0,623,0.6944048404693604
87,0,1060,0.33649715781211853
87,0,1604,0.5312829613685608
87,0,1450,0.6262023448944092
87,0,2438,0.37760502099990845
87,0,573,0.4661494493484497
88,0,828,0.6469001770019531
88,0,1052,0.5635866522789001
88,0,2757,0.8252491354942322
88,0,2030,0.5850751399993896
88,0,462,0.5846854448318481
88,0,2503,0.6829034090042114
88,0,1604,0.4196005165576935
88,0,641,0.3303525447845459
88,0,885,0.5259747505187988
88,0,2094,0.6353204846382141
89,0,906,0.23577702045440674
89,0,479,0.4511796534061432
89,0,1903,0.3248635530471802
89,0,1627,0.37398937344551086
89,0,669,0.40958669781684875
89,0,789,0.4476848840713501
