u,i
704,1004
704,728
704,2861
704,1072
705,2596
705,1018
706,1653
706,1918
706,2111
707,188
707,1850
707,290
709,1102
709,82
709,1443
709,1147
709,248
709,5
709,837
709,1255
715,1116
715,2512
719,1389
719,37
719,299
721,2505
721,2512
721,1527
721,1671
722,1653
722,1221
722,1372
722,2111
722,1102
722,172
728,1119
728,1244
728,966
728,2111
728,1314
728,2494
729,2659
730,100
734,1544
734,323
734,609
734,1550
734,1843
734,899
734,2137
735,2974
735,1305
736,305
738,2622
738,1323
738,127
738,138
738,1844
738,2512
738,2514
744,294
744,305
744,1258
744,1291
744,789
744,1354
744,1324
744,474
744,1290
744,1458
744,110
744,1482
745,1252
746,2830
747,417
747,200
747,1291
747,875
747,1421
747,2507
747,2616
747,16
747,978
749,2246
749,2247
749,1692
749,1001
749,1890
749,1984
750,2505
750,2512
750,1822
750,1935
757,1918
757,1119
757,2111
757,1933
757,1103
757,138
761,2267
761,965
761,728
761,736
761,2684
761,867
761,757
761,1027
761,1518
761,992
762,1206
764,2182
766,1479
766,1903
766,870
766,2157
770,1888
770,379
770,2769
770,1228
770,1278
770,838
771,1991
771,2145
772,1235
772,1637
772,1933
773,290
773,637
773,1443
775,1479
777,1437
777,1147
778,812
778,2766
778,1653
779,2657
779,193
779,2065
781,2163
781,193
783,856
783,1022
783,0
783,2243
786,1866
786,1523
786,2398
788,2684
788,2302
792,1608
793,1866
793,1773
793,921
793,1771
793,2360
794,1702
800,1297
803,1511
803,2188
803,976
803,940
803,131
805,441
805,2054
806,1918
806,1747
806,520
810,15
810,1361
810,1903
810,2297
812,1810
812,2974
812,2148
812,830
812,1419
813,46
813,2730
814,2247
814,2456
814,896
815,2398
815,1044
815,2298
815,2477
815,921
815,1037
816,757
816,732
816,751
816,734
816,704
816,705
820,748
829,2037
829,968
829,493
829,942
830,821
830,816
830,1580
830,1695
835,2616
835,374
835,2512
835,2037
835,1903
835,1324
835,546
835,1292
835,211
835,385
837,1029
837,110
837,305
837,1022
837,2398
838,305
838,200
838,1907
838,152
838,1482
842,2247
842,2728
842,2701
842,1456
842,1001
842,1883
842,1821
842,1708
842,2494
842,1730
842,1872
842,2750
842,2949
842,0
842,305
842,49
842,2243
842,1371
843,1918
844,1684
845,305
845,1159
845,1458
847,1511
847,2504
847,751
847,704
847,732
847,753
847,2495
847,722
847,752
847,739
847,742
851,2246
851,1884
852,3022
858,323
866,5
866,837
867,1102
867,248
867,1437
867,1443
867,1147
867,2623
867,961
872,1018
872,571
872,1766
872,1114
877,417
879,2504
879,748
879,704
879,1753
880,590
882,2131
882,2026
883,2802
884,5
887,1671
889,1237
889,1684
889,6
889,722
892,1575
895,28
895,1372
897,978
897,2446
897,1027
905,230
906,2505
906,2204
906,921
906,2482
906,1533
911,2512
911,2505
911,2002
911,127
911,2622
911,449
911,99
911,1527
911,1393
911,1844
911,2625
912,127
912,878
912,400
913,1713
914,993
918,1511
919,947
919,2769
919,2374
919,1519
919,2511
919,966
919,986
919,3015
920,248
920,376
924,2617
924,2034
924,833
930,188
930,199
930,2150
930,193
930,2163
932,930
932,450
932,473
932,226
937,1653
937,1221
937,674
938,28
938,1372
938,1305
938,1018
938,1766
938,31
940,305
942,294
942,2512
942,305
942,987
942,1258
942,32
942,110
942,417
942,2419
942,1037
942,2079
946,992
947,318
948,643
948,1421
951,615
951,2511
951,966
951,909
951,960
951,31
951,20
951,2421
951,679
951,324
951,400
951,2111
951,421
951,0
951,1479
955,1353
956,1372
956,31
959,1338
959,1766
959,1372
959,1747
965,1547
965,1810
965,1078
965,2240
970,722
970,2946
972,2267
972,2473
972,2374
972,2936
972,1016
972,1048
973,1747
973,1018
973,2310
973,1372
976,990
978,1437
978,1147
979,721
979,704
979,1512
979,666
979,734
979,2504
979,739
979,722
984,138
984,2769
984,1103
984,45
985,127
985,2512
985,1837
985,1389
985,1489
985,1206
987,2514
987,2769
988,1581
988,2379
990,1290
990,345
990,1421
990,2616
990,1409
990,374
991,979
991,679
998,376
1003,2477
1005,2118
1006,1031
1006,2374
1006,966
1006,1915
1006,2514
1006,400
1006,3015
1006,942
1008,1385
1008,1188
1008,248
1008,1147
1008,493
1008,1437
1008,101
1009,3016
1009,2267
1009,965
1009,2188
1009,1518
1012,16
1012,721
1012,734
1012,1332
1012,1325
1012,1511
1018,1564
1018,1228
1018,458
1018,2769
1018,1241
1018,1397
1018,1335
1018,122
1018,1849
1018,407
1019,1888
1019,2769
1021,3163
1023,376
1023,2512
1023,849
1023,15
1023,2616
1023,1844
1023,374
1023,892
1024,728
1024,965
1028,2247
1029,3016
1032,2293
1035,1098
1036,266
1036,3113
1036,832
1036,1024
1039,2054
1041,2684
1044,354
1046,28
1046,615
1046,1810
1046,1018
1046,1372
1046,1119
1046,2421
1046,960
1046,31
1046,1305
1046,421
1046,172
1046,520
1046,3061
1047,2505
1047,1523
1047,305
1047,1713
1047,1866
1047,294
1050,2855
1060,726
1061,721
1061,16
1061,739
1061,722
1063,1865
1063,2536
1064,813
1064,1186
1064,441
1065,3016
1065,965
1069,15
1069,1329
1069,1489
1069,1292
1074,99
1074,2037
1074,1102
1074,20
1074,968
1074,385
1074,1206
1074,1563
1075,1026
1075,878
1075,821
1075,726
1076,734
1076,759
1076,720
1076,1026
1076,732
1076,726
1077,1717
1077,1064
1077,1810
1078,57
1078,138
1078,127
1078,2507
1084,95
1084,1206
1084,1489
1087,1804
1087,1713
1089,262
1090,1871
1091,2816
1093,2054
1093,1276
1098,636
1098,2512
1098,127
1098,878
1098,1590
1099,2037
1099,1907
1100,2184
1100,1989
1105,615
1105,2977
1106,636
1106,2729
1106,1642
1115,1244
1116,2511
1116,2377
1116,1031
1116,944
1116,225
1117,3016
1117,732
1117,2536
1117,131
1118,2974
1118,1018
1120,2959
1120,527
1120,2708
1120,955
1132,1717
1132,323
1134,2247
1134,2243
1134,2456
1134,896
1134,1041
1134,2949
1134,2750
1134,1659
1134,966
1134,2701
1135,898
1135,2409
1137,20
1137,1479
1137,248
1137,1429
1141,5
1141,248
1144,1684
1144,318
1145,1018
1148,1511
1148,777
1150,54
1150,229
1151,1372
1151,1305
1151,2568
1153,645
1153,1015
1153,10
1153,2512
1154,2701
1158,666
1158,192
1158,296
1158,6
1158,589
1160,1684
1161,896
1167,940
1167,905
1167,971
1167,1016
1167,1007
1168,1511
1168,757
1168,728
1168,761
1169,2629
1169,6
1169,1422
1169,119
1169,531
1172,46
1172,321
1175,1919
1178,677
1178,2034
1180,1297
1182,3143
1184,441
1184,2617
1184,2622
1184,677
1184,6
1184,307
1188,1421
1188,1458
1188,212
1188,1409
1191,1490
1191,2148
1192,1336
1192,825
1195,571
1195,2111
1195,1747
1195,172
1195,1119
1195,1653
1196,474
1200,28
1200,1372
1200,615
1200,1305
1200,1766
1200,1050
1206,1573
1207,878
1207,31
1208,1004
1209,2684
1209,757
1209,732
1209,761
1209,751
1209,777
1209,1529
1209,704
1212,211
1212,2616
1212,1291
1212,832
1212,266
1212,909
1214,2974
1214,1573
1215,1482
1215,1291
1215,1844
1215,827
1215,1354
1216,832
1216,1354
1222,2522
1223,345
1228,266
1228,1482
1228,212
1228,390
1228,1458
1229,1810
1229,960
1230,1102
1230,1653
1230,1747
1230,1244
1230,101
1230,1255
1230,2766
1232,2398
1233,615
1233,1809
1235,201
1237,1044
1237,877
1237,921
1237,2477
1237,2690
1240,728
1244,2505
1244,2267
1246,1890
1246,1884
1248,966
1248,2037
1248,1029
1248,1479
1248,248
1248,31
1251,615
1252,3016
1252,2267
1252,2537
1252,2861
1255,299
1255,1294
1255,314
1256,305
1256,987
1256,1667
1256,1872
1257,1004
1257,2684
1257,1511
1257,732
1257,131
1257,1823
1257,781
1257,777
1257,704
1257,2665
1258,1807
1258,2446
1258,2536
1258,781
1258,963
1260,861
1260,2750
1260,2398
1260,2240
1264,1844
1267,1684
1269,1866
1269,2398
1269,933
1269,2861
1273,966
1273,1048
1273,994
1273,950
1274,1906
1274,2155
1280,1671
1280,2622
1280,294
1280,1290
1280,2512
1280,1323
1280,2507
1283,1114
1283,1372
1284,1353
1284,1127
1284,1554
1285,1527
1285,976
1285,990
1285,878
1285,1830
1285,1037
1285,1522
1285,1831
1285,1325
1287,1810
1287,961
1288,2377
1288,1519
1288,1810
1288,968
1288,1748
1288,960
1288,986
1289,2146
1290,571
1290,1119
1290,1372
1290,1244
1290,31
1290,1305
1290,421
1292,990
1292,127
1292,0
1292,976
1292,986
1292,2512
1292,944
1296,1695
1299,1511
1299,852
1301,878
1301,1523
1301,2512
1301,1527
1301,127
1301,921
1301,2199
1301,32
1301,2243
1301,1325
1301,1831
1301,971
1301,1037
1301,1730
1301,0
1301,1533
1301,856
1303,2924
1303,2511
1303,2927
1304,1523
1304,2199
1304,1774
1305,864
1305,2495
1305,972
1306,1040
1306,16
1306,852
1306,921
1308,1639
1308,1026
1308,2296
1308,1820
1309,1908
1309,1590
1311,2769
1311,2374
1311,3035
1311,2927
1311,2473
1311,2936
1312,95
1312,1837
1312,441
1315,2750
1316,978
1316,1581
1316,1810
1316,2267
1318,2398
1318,2298
1318,933
1318,957
1318,922
1321,493
1321,1915
1321,1519
1321,2637
1323,1810
1323,960
1323,968
1323,986
1323,1519
1323,2511
1324,237
1325,237
1325,1562
1326,896
1327,1026
1327,806
1327,816
1327,1816
1327,1695
1331,1336
1331,1695
1331,12
1331,1026
1332,2473
1332,1581
1332,2927
1332,1915
1334,1479
1334,1489
1334,20
1334,1329
1340,2236
1340,1962
1340,2133
1340,2118
1341,1810
1341,1338
1342,1235
1348,990
1348,971
1348,1831
1349,2284
1349,2179
1349,2417
1350,2701
1350,37
1350,1837
1350,1919
1350,1667
1350,1708
1351,704
1351,721
1351,751
1351,852
1352,1810
1352,1372
1352,2878
1355,2698
1355,3061
1356,2296
1356,825
1357,1290
1357,1157
1357,464
1357,2086
1357,926
1359,2218
1360,1888
1360,1918
1360,2769
1361,1511
1361,2684
1361,2504
1361,734
1361,739
1361,1761
1366,1022
1366,1866
1366,1624
1366,2398
1366,1037
1366,921
1366,759
1366,980
1366,971
1366,2778
1367,2865
1370,2684
1370,728
1370,992
1370,757
1370,2764
1370,716
1372,127
1372,519
1372,1519
1372,944
1372,1748
1373,2505
1373,1866
1378,2596
1378,1018
1379,987
1380,615
1382,493
1383,376
1383,1290
1383,15
1383,2616
1383,374
1383,1481
1383,1354
1383,1458
1383,474
1383,1456
1383,1903
1383,1421
1383,2382
1385,2512
1385,2218
1385,1840
1385,2521
1388,965
1392,905
1392,1117
1392,1032
1394,1835
1394,201
1394,2155
1395,1372
1395,1119
1397,1569
1397,1385
1397,1437
1397,1147
1397,1397
1397,1335
1397,336
1398,986
1398,775
1398,940
1398,759
1398,1590
1398,211
1401,2219
1401,2182
1404,1458
1404,2163
1407,1679
1407,1070
1407,1353
1407,600
1407,237
1409,517
1409,1695
1409,2730
1409,321
1413,565
1413,63
1415,2218
1415,1869
1415,2568
1415,2157
1419,2184
1420,2586
1420,2537
1420,1518
1420,976
1423,1862
1423,1831
1429,992
1430,960
1434,1919
1440,211
1440,417
1440,1866
1440,1671
1440,1037
1440,374
1440,2204
1440,1290
1440,1844
1440,2507
1440,1409
1440,127
1440,1522
1440,1421
1441,1022
1447,1918
1447,2769
1447,2514
1447,2374
1447,458
1447,379
1447,138
1447,1519
1447,1278
1448,2586
1449,248
1449,1385
1449,493
1449,2377
1451,1385
1451,1228
1451,369
1451,1437
1451,1397
1451,1335
1451,1849
1451,101
1452,742
1458,450
1458,1085
1459,1639
1459,815
1459,822
1459,1640
1459,524
1459,1475
1459,523
1459,1655
1459,825
1459,1642
1463,2847
1464,517
1466,1018
1467,1258
1467,1324
1467,1482
1467,211
1467,268
1467,1421
1467,908
1468,15
1474,266
1474,1482
1474,1421
1474,876
1474,1811
1474,24
1474,631
1476,1837
1476,525
1476,1489
1476,441
1476,478
1476,2140
1476,2002
1476,1237
1476,516
1476,1908
1478,1018
1481,2188
1483,1835
1483,1908
1484,1976
1484,490
1486,1031
1486,2267
1486,1007
1486,960
1486,2750
1486,944
1486,942
1486,1010
1486,2309
1487,248
1487,1385
1487,5
1487,1443
1487,493
1491,469
1491,2297
1491,1844
1491,294
1494,1047
1494,2684
1494,867
1494,1027
1494,1518
1496,2684
1496,867
1496,734
1498,2777
1505,615
1505,812
1505,2480
1505,2977
1505,1996
1506,1022
1506,2750
1506,2240
1508,139
1512,369
1513,878
1513,2243
1513,1022
1513,979
1513,2728
1513,2037
1513,20
1513,0
1513,1730
1513,896
1513,1119
1513,2949
1513,856
1513,32
1513,1623
1513,679
1513,943
1513,945
1513,413
1524,2790
1525,2514
1525,138
1527,2659
1527,2827
1528,963
1529,1935
1529,1195
1529,2455
1529,1883
1529,1702
1529,2775
1533,1024
1533,345
1533,34
1535,200
1535,1421
1535,1481
1537,2684
1537,2267
1541,3019
1541,2915
1546,2522
1550,992
1553,728
1554,1523
1554,1624
1554,2346
1554,2564
1554,1673
1554,1039
1559,722
1559,666
1559,743
1559,192
1560,1851
1562,211
1562,127
1562,2505
1562,2616
1562,2002
1562,1116
1562,990
1562,2719
1562,376
1562,0
1562,968
1562,1831
1562,2297
1562,400
1562,374
1562,294
1562,15
1562,971
1567,1479
1567,870
1567,1361
1567,1903
1569,2949
1569,775
1573,877
1583,1866
1584,1443
1587,1258
1587,1082
1587,474
1587,294
1587,1354
1587,1291
1587,789
1587,1290
1587,1324
1587,244
1587,260
1587,345
1590,259
1590,1629
1592,441
1593,1298
1593,2797
1595,2353
1595,2381
1596,849
1596,2719
1596,138
1596,1489
1596,1844
1596,1179
1596,385
1596,1285
1596,1393
1596,870
1596,1292
1596,469
1596,1361
1598,482
1599,2974
1599,1419
1599,830
1603,976
1603,2586
1603,871
1603,1493
1603,940
1603,965
1603,2188
1603,726
1603,1016
1603,986
1603,1007
1609,15
1609,1361
1609,294
1609,211
1609,2719
1609,1482
1609,1324
1609,908
1609,1258
1612,2495
1613,2298
1614,579
1618,2802
1618,2671
1619,1361
1619,1903
1621,830
1621,1390
1627,1103
1628,1624
1628,988
1628,1623
1629,615
1630,615
1630,1022
1630,952
1630,905
1630,861
1630,945
1630,2393
1630,942
1631,2865
1634,2298
1635,188
1635,1206
1635,1186
1635,1850
1635,482
1635,1489
1636,2914
1636,2830
1636,2827
1636,3026
1636,3028
1636,3061
1637,1619
1642,993
1643,648
1645,1064
1645,1809
1645,960
1645,1962
1646,2622
1646,648
1648,2188
1649,1157
1649,935
1652,986
1652,1590
1653,1098
1653,1419
1653,1614
1657,1906
1659,2182
1659,2065
1659,1991
1659,193
1664,1456
1664,37
1664,1822
1664,305
1664,1837
1664,1206
1664,314
1664,0
1664,1489
1664,1872
1664,384
1664,2728
1664,1908
1665,1831
1665,2753
1669,2807
1669,2766
1669,1719
1669,490
1669,1255
1669,1568
1672,3016
1672,963
1672,781
1673,2267
1673,775
1673,965
1673,757
1673,2684
1673,1027
1673,979
1673,726
1673,679
1673,759
1675,1810
1675,28
1675,1018
1675,960
1676,2769
1676,2924
1676,1188
1676,1519
1679,757
1679,704
1681,2630
1682,1906
1684,1125
1684,1620
1692,2750
1692,2243
1697,615
1700,515
1701,1064
1701,2236
1701,899
1701,1962
1702,1810
1702,1338
1702,1098
1702,1419
1702,2088
1702,336
1702,1595
1703,1323
1703,1684
1703,1329
1707,825
1707,1580
1713,1037
1713,2478
1713,2586
1713,2350
1713,3016
1713,2537
1714,637
1714,1179
1716,82
1716,1181
1719,131
1723,1522
1723,1037
1723,1831
1723,1527
1723,2199
1723,2537
1723,2505
1725,1018
1725,1766
1727,2684
1727,736
1731,2511
1731,493
1731,968
1731,5
1731,2635
1731,944
1731,248
1731,942
1735,2184
1737,1290
1737,294
1737,876
1737,1482
1737,1421
1737,498
1739,1936
1739,1237
1739,478
1739,666
1739,204
1739,1684
1739,589
1741,493
1741,1519
1741,2511
1741,400
1741,2637
1741,99
1741,1590
1742,2066
1742,1489
1743,1228
1743,369
1743,1933
1747,1044
1747,933
1747,2478
1749,2247
1749,1692
1749,1670
1749,1890
1749,1041
1749,1976
1749,2249
1749,1774
1749,2017
1750,961
1750,1372
1750,2088
1750,1338
1750,960
1752,2507
1752,1844
1752,546
1754,100
1754,940
1754,968
1757,95
1757,1850
1757,1957
1757,199
1763,1487
1763,1766
1763,830
1763,28
1763,1419
1763,1372
1763,172
1763,2148
1763,69
1763,2080
1763,674
1764,2659
1764,3061
1768,1907
1768,2419
1768,2079
1768,2558
1769,2247
1769,1179
1769,2456
1769,1976
1769,1884
1770,1865
1770,2298
1770,2536
1772,2505
1772,2218
1772,211
1772,878
1772,127
1772,2512
1772,968
1772,99
1772,0
1772,2243
1772,1907
1772,2297
1772,2750
1772,2511
1772,1292
1772,1116
1772,2521
1772,942
1772,1022
1772,1908
1772,2157
1773,2769
1773,1103
1773,1519
1773,2775
1773,1965
1775,2398
1776,992
1776,728
1776,757
1776,2536
1776,1807
1776,131
1778,474
1778,294
1778,1354
1778,498
1779,99
1779,1479
1779,1590
1779,837
1779,1489
1782,82
1782,1102
1782,1385
1782,1228
1782,369
1782,838
1784,905
1784,2349
1786,248
1786,2037
1786,1489
1786,1915
1786,385
1786,1179
1796,3061
1798,3173
1803,57
1803,1015
1803,648
1803,1767
1803,2512
1805,615
1805,1919
1809,1437
1810,1906
1810,1989
1812,2622
1812,294
1812,2616
1812,2512
1812,374
1812,892
1812,546
1812,2507
1812,469
1815,2477
1815,110
1815,305
1815,152
1815,789
1815,474
1815,2398
1815,43
1820,15
1820,1361
1820,1324
1820,1903
1820,1482
1820,2079
1821,3051
1821,2802
1822,3022
1823,508
1823,1482
1823,631
1823,876
1826,1813
1827,2514
1827,1569
1827,138
1827,1270
1831,2750
1831,2701
1831,413
1831,1708
1831,1872
1831,2398
1834,1809
1834,1064
1834,1962
1834,2029
1834,2045
1835,1475
1835,523
1835,818
1835,636
1835,1235
1837,1016
1838,1918
1838,2374
1838,1031
1838,615
1838,2473
1838,2002
1838,32
1838,519
1838,467
1838,679
1838,520
1838,976
1838,2775
1838,943
1838,1581
1839,979
1841,2536
1846,2806
1848,1569
1849,1581
1849,966
1851,2514
1851,1569
1851,1918
1851,138
1851,2769
1851,458
1851,1228
1851,1685
1852,100
1852,2188
1857,2514
1857,138
1857,1228
1858,1918
1858,871
1858,2511
1858,966
1862,2684
1862,728
1862,1511
1862,867
1862,992
1862,2923
1862,704
1867,990
1872,1328
1872,390
1873,2511
1873,1048
1873,966
1873,1519
1874,728
1874,1511
1874,732
1874,131
1874,2192
1874,1529
1875,200
1875,2630
1875,643
1875,456
1875,789
1875,877
1875,2477
1877,2855
1877,2298
1877,761
1877,2398
1882,1933
1882,1935
1882,1564
1882,2111
1883,1865
1883,732
1883,781
