5,913,5,978242740
5,1730,4,978244603
5,1449,4,978244830
5,1732,5,978245740
5,2390,4,978242679
5,1734,4,978245334
5,3267,4,978244893
5,919,4,978241072
5,2395,5,978243054
5,994,5,978244540
5,1885,4,978245568
5,348,4,978245863
5,2323,4,978245445
5,29,5,978245065
5,562,4,978244603
5,1095,4,978245065
5,1529,4,978245037
5,2908,4,978241981
5,2692,4,978242977
5,32,4,978244962
5,1897,4,978246426
5,1171,4,978244852
5,34,4,978244603
5,714,4,978244493
6,2406,5,978236670
6,1101,4,978236670
6,3717,4,978238371
6,1030,4,978237691
6,1688,5,978237570
6,1035,5,978237767
6,3578,4,978238195
6,364,4,978237570
6,3501,5,978236670
6,3072,4,978236075
6,368,4,978237909
6,48,5,978237570
6,3074,5,978238036
6,1188,4,978236771
6,588,4,978237511
6,1,4,978237008
6,1043,4,978236219
6,595,4,978237511
6,383,4,978237909
6,1566,4,978237570
6,1569,4,978238948
6,2006,4,978236122
6,2081,4,978236567
6,3604,5,978237767
6,2802,4,978236612
6,3534,4,978236219
6,3536,5,978238230
6,3753,5,978238195
6,838,4,978237444
6,1947,5,978237767
6,2966,5,978237273
6,266,4,978237909
6,17,4,978236383
6,3699,4,978236567
6,1441,4,978236383
6,1088,5,978236670
6,912,4,978236122
6,199,5,978237570
6,914,5,978237767
6,3408,5,978238230
6,3624,4,978238256
6,2396,4,978236809
6,1380,5,978237691
6,920,4,978238851
6,569,4,978236876
6,1674,4,978236567
6,3565,4,978238288
6,1028,4,978237767
6,34,4,978237444
7,648,4,978234737
7,861,4,978234874
7,2916,5,978234842
7,1610,5,978234786
7,589,5,978234786
7,6,4,978234842
7,442,4,978234632
7,733,5,978234842
7,2353,5,978234874
7,1196,5,978234632
7,2571,5,978234786
7,380,5,978234874
7,1997,5,978234737
7,1270,4,978234581
7,457,5,978234786
7,1573,4,978234874
7,3753,4,978234737
7,474,5,978234842
7,1722,4,978234874
7,3256,5,978234874
7,1580,4,978234842
7,110,5,978234786
7,1221,4,978234659
7,2028,5,978234786
7,480,4,978234607
8,288,5,978229391
8,1466,4,978230052
8,1393,5,978229702
8,1682,4,978230852
8,2916,5,978229172
8,650,5,978230943
8,296,5,978229857
8,3147,5,978230550
8,589,5,978229138
8,1836,4,978231592
8,150,4,978230611
8,151,4,978231150
8,1,4,978233496
8,2858,5,978229817
8,1265,5,978229524
8,377,4,978229204
8,2427,5,978229204
8,58,5,978230286
8,1840,4,978230577
8,2571,5,978229172
8,1916,5,978229293
8,230,4,978231637
8,1120,4,978230391
8,163,5,978229246
8,1411,5,978230391
8,524,5,978230611
8,527,4,978229857
8,1701,4,978231659
8,1274,5,978233462
8,1704,5,978229900
8,2291,5,978229702
8,1639,5,978229702
8,3528,4,978231687
8,608,5,978229857
8,465,5,978231173
8,2442,4,978230550
8,1357,4,978230800
8,73,4,978230286
8,3246,4,978230391
8,1573,4,978228960
8,105,4,978232056
8,1210,4,978228789
8,1213,5,978229817
8,253,5,978230943
8,3105,4,978230666
8,3107,5,978229246
8,1721,5,978230800
8,3256,5,978229347
8,908,5,978228882
8,1653,5,978230886
8,1580,4,978229293
8,110,5,978229172
8,111,5,978228832
8,3259,4,978231571
8,3186,4,978230852
8,1589,4,978230943
8,14,4,978230756
8,2028,5,978229138
8,337,5,978230248
8,265,4,978229571
8,16,4,978230095
8,266,4,978231614
8,17,4,978229571
8,480,5,978228960
8,269,4,978231121
8,555,4,978229204
8,1730,4,978230013
8,3265,5,978229138
8,1735,4,978229614
8,3267,5,978229204
8,3481,4,978228882
8,2396,5,978229524
8,2686,4,978230152
8,24,4,978230966
8,25,5,978229477
8,349,4,978229347
8,562,5,978230184
8,2329,5,978229900
8,1673,5,978230356
8,1678,5,978230649
8,2692,5,978229138
8,1027,4,978232203
8,2699,5,978229347
8,36,4,978230013
9,2268,4,978226495
9,1466,4,978226248
9,1682,4,978226302
9,3793,4,978225581
9,720,4,978225898
9,47,5,978226093
9,3147,4,978226081
9,1617,4,978225924
9,2278,4,978226665
9,223,4,978226165
9,3298,4,978225686
9,1,5,978225952
9,2858,4,978225333
9,50,4,978225333
9,1265,4,978226066
9,590,5,978226434
9,2355,4,978226054
9,593,5,978225314
9,2571,5,978225984
9,300,4,978226277
9,1777,4,978226291
9,162,4,978226023
9,524,4,978226599
9,527,5,978225303
9,529,5,978226564
9,457,5,978226006
9,1704,4,978225924
9,745,4,978225898
9,1921,4,978226368
9,1639,4,978226109
9,1923,5,978226165
9,1060,4,978226261
9,318,5,978225883
9,608,4,978225898
9,1358,4,978226207
9,3751,4,978224859
9,1210,4,978224893
9,1213,4,978225314
9,2302,4,978226463
9,1500,4,978226123
9,2959,4,978226123
9,1148,4,978225333
9,2166,4,978226197
9,1721,5,978226248
9,3253,4,978226165
9,3255,4,978226216
9,1653,4,978226619
9,1584,5,978226233
9,1221,4,978224908
9,1223,4,978225968
9,2890,5,978226291
9,2028,5,978225908
9,3114,4,978225952
9,16,4,978226599
9,480,4,978226448
9,1089,4,978225968
9,912,4,978224879
9,3408,4,978225570
9,3623,4,978225671
9,778,5,978226248
9,994,4,978226328
9,1307,4,978225429
9,25,4,978226041
9,2324,5,978226066
9,349,4,978226564
9,2762,4,978225984
9,1961,5,978224859
9,2692,4,978225429
10,2622,5,978228212
10,648,4,978224925
10,3358,5,978226378
10,1682,5,978226319
10,1756,4,978228655
10,2125,5,979167795
10,2054,4,978229409
10,1253,5,978226866
10,720,5,979775240
10,3500,5,978228153
10,1257,5,978227300
10,3501,5,978228911
10,2997,4,978226026
10,653,4,978227051
10,1831,5,979776206
10,3363,5,978227696
10,587,5,978227028
10,588,4,978225900
10,589,4,978226128
10,1690,4,978230253
10,3296,4,978226103
10,150,5,978226319
10,2496,4,978227087
10,1,5,978226474
10,2497,4,978229979
10,2,5,979168267
10,2498,4,979776161
10,7,4,978227763
10,2133,4,978229171
10,2135,4,978224779
10,3948,4,978295480
10,2136,4,978230063
10,2137,4,978227842
10,1408,4,978227188
10,802,5,978226425
10,1409,5,978229624
10,1265,5,979167660
10,1339,5,979168036
10,1269,5,978226500
10,1196,5,979168108
10,590,5,978227646
10,1197,5,979167660
10,1198,5,978225630
10,2640,5,979168210
10,592,4,978227263
10,594,5,978226913
10,2716,4,978225952
10,595,5,980638533
10,2717,4,979775973
10,2571,5,979168108
10,596,4,978228174
10,3447,5,980638373
10,597,4,978224375
10,2140,5,979168295
10,1411,4,978226287
10,2072,4,978230923
10,1270,4,978225735
10,1271,5,978226349
10,2078,4,978227646
10,1278,5,978225922
10,745,5,979168564
10,3451,5,978226739
10,1921,4,978227503
10,1923,5,978228288
10,3386,4,978227379
10,2657,4,978224779
10,1784,5,979168470
10,316,5,978227503
10,317,4,978228625
10,318,4,979775159
10,248,5,978229811
10,2080,4,978226866
10,2081,5,978228053
10,1282,5,978224549
10,1356,5,978227871
10,750,4,979775386
10,1357,5,978227625
10,2087,5,979775738
10,1286,5,979167906
10,2804,5,978227003
10,2662,4,978227529
10,3466,5,979168267
10,2300,5,978225682
10,253,5,978228886
10,2599,5,979168618
10,2302,5,978227317
10,329,5,978229147
10,3034,4,980638330
10,3108,5,979168036
10,2161,5,978228212
10,3037,5,978225682
10,2090,4,978228820
10,3039,4,978228053
10,902,5,979167926
10,830,5,978229716
10,2093,4,978229624
10,1291,5,978225735
10,904,4,979775329
10,2094,4,978229097
10,1292,5,979775615
10,1293,4,978225682
10,2096,5,979775364
10,1294,4,978225952
10,765,4,978230330
10,3471,5,978226231
10,2746,5,978228307
10,1009,5,979168267
10,1947,5,978226805
10,1948,4,978224400
10,260,5,979168077
10,3114,4,978225759
10,2312,5,978224549
10,339,5,979167945
10,2316,4,978229666
10,1441,5,978228451
10,1371,4,978229517
10,2174,5,978227669
10,1372,4,978228288
10,1374,4,979168160
10,914,5,978226805
10,1375,4,978228212
10,915,5,978227215
10,1376,4,979168132
10,916,5,979168424
10,918,5,978227215
10,919,5,978225561
10,3481,4,978225050
10,2826,4,978230540
10,1016,5,978229171
10,1019,4,978227763
10,3489,4,979168295
10,1959,5,978230330
10,344,4,978229343
10,2321,4,978227336
10,275,4,979776321
10,2324,5,978226287
10,1380,5,978229336
10,920,5,978227029
10,780,5,978228625
10,926,4,978226212
10,1022,5,979775689
10,2762,5,978225541
10,1023,5,979775485
10,1961,5,979775330
10,1025,4,978228074
10,2693,5,980638633
10,1028,5,978226068
10,1967,5,978227442
10,351,4,978229562
10,32,5,979168160
10,282,5,978229716
10,356,5,978226833
10,357,5,979167887
10,2405,4,978230754
10,2407,5,979168184
10,2336,5,978226165
10,2193,5,979168295
10,938,4,978229273
10,1101,4,978228153
10,2770,4,978230253
10,1031,4,978228546
10,1104,4,978227263
10,1032,4,978228428
10,2918,5,978225922
10,1035,5,979775485
10,435,4,978229498
10,364,4,978226698
10,292,4,978228798
10,367,4,979168267
10,3072,4,978228930
10,368,4,978227003
10,48,4,978230090
10,1544,4,978224749
10,943,4,978227166
10,3723,4,978226896
10,1042,5,978228601
10,2423,5,978228930
10,2424,5,978229666
10,3155,5,978224705
10,2355,4,978226500
10,3086,4,978227574
10,3087,5,978226500
10,953,5,978226474
10,954,5,978225922
10,3809,5,978228451
10,3591,5,978228525
10,2863,4,978226443
10,1124,5,978229075
10,3593,4,979776253
10,2791,4,978224705
10,1125,4,978229562
10,520,4,978230923
10,3668,4,979167795
10,1127,4,979168108
10,1129,4,979168210
10,2797,5,979168267
10,1059,5,979168008
10,2501,5,978226402
10,527,4,979775615
10,2431,5,978229147
10,62,5,978227051
10,1704,5,980638575
10,1633,4,978229266
10,2436,5,978229227
10,2291,4,978226896
10,3095,4,978226212
10,2294,4,978227625
10,3097,5,978226951
10,3812,4,978229959
10,2000,5,978226319
10,963,5,978227669
10,2001,4,978227669
10,1200,5,979168160
10,2002,4,978229562
10,2003,4,978227807
10,3671,4,978226287
10,2005,4,978229459
10,1204,4,978225456
10,2872,4,978226186
10,3675,5,978224779
10,898,4,979167630
10,2009,4,979168210
10,2874,5,978227188
10,899,4,979167758
10,1135,4,978229435
10,2948,4,978227166
10,1136,4,979168424
10,539,5,978227239
10,2371,4,978227625
10,3247,4,978227481
10,3174,4,978228364
10,3175,5,979168132
10,2375,4,978230090
10,1573,5,978229389
10,971,5,978227551
10,2011,4,978228118
10,3751,5,978224549
10,1210,4,978224400
10,2012,5,978228174
10,2015,5,978228601
10,1214,4,978225800
10,1215,4,978225824
10,2018,4,978227993
10,1073,5,979168267
10,541,5,978225630
10,542,4,978230386
10,1148,5,978225541
10,543,4,978228848
10,1079,5,978225800
10,3255,4,978227143
10,2453,4,978228798
10,110,4,978225853
10,1580,5,978226401
10,1653,5,978227239
10,2529,4,978226866
10,1654,5,979168346
10,3259,5,978228644
10,1583,4,978230461
10,1584,5,979168108
10,3189,4,978225033
10,1586,4,978229979
10,2021,4,979168295
10,1220,4,978227912
10,1223,5,979168470
10,1225,4,979775131
10,1080,5,978225824
10,2967,4,978227848
10,2968,4,979168160
10,1084,4,978226698
10,3699,5,978226866
10,480,4,978224705
10,1088,5,978227300
10,3408,4,978225070
10,3194,4,978226349
10,2393,4,978228074
10,2396,5,979167660
10,2398,5,979775266
10,2100,5,978226739
10,2399,4,978224821
10,1302,5,978225779
10,1230,4,978226968
10,2105,5,979168309
10,1233,4,979775521
10,2108,5,979167867
10,1234,4,978225630
10,1307,5,978226546
10,2109,4,978229007
10,1097,5,979168108
10,2470,5,978228118
10,2617,4,978227696
10,3347,5,979775575
10,203,4,978230426
10,1676,4,978229028
10,208,4,978230132
10,2111,4,978228798
10,2040,4,978227003
10,2115,5,978227934
10,1240,5,979775448
10,3928,4,978228307
10,2043,5,978228989
10,1243,5,978227300
10,2046,4,978228966
10,2047,4,978229459
10,2049,5,978229624
11,1753,4,978904024
11,216,4,978904376
11,2997,4,978902286
11,1188,4,978220319
11,663,4,978904024
11,1197,5,978903297
11,1198,4,978218913
11,593,5,978219607
11,1916,4,978220867
11,3448,4,978903351
11,1777,4,978903927
11,1923,5,978220393
11,2580,5,978220030
11,1784,5,978219917
11,318,5,978219547
11,246,4,978902439
11,1358,5,978219776
11,1288,4,978903107
11,2804,5,978902902
11,3608,4,978903365
11,2302,4,978220896
11,3105,5,978219702
11,764,5,978219869
11,2746,4,978903773
11,333,4,978904356
11,2174,4,978903278
11,778,4,978219895
11,2683,4,978904242
11,345,4,978220669
11,3129,4,978903701
11,2329,5,978220030
11,2762,5,978219815
11,2766,4,978903209
11,356,5,978903209
11,1394,4,978902965
11,2918,5,978903129
11,3148,4,978220521
11,1546,4,978902521
11,2858,5,978219634
11,50,5,978219607
11,2282,4,978902522
11,3809,5,978903728
11,2791,4,978903186
11,2795,5,978903701
11,1059,4,978220622
11,1701,4,978221676
11,3160,4,978220432
11,1704,5,978219701
11,1563,5,978221617
11,1136,4,978902965
11,608,5,978219667
11,3178,4,978221047
11,104,5,978903811
11,1213,4,978902439
11,2959,5,978220687
11,543,5,978219917
11,88,4,978904663
11,1080,4,978903076
11,480,4,978220743
11,481,5,978221260
11,1089,5,978219776
11,1732,4,978903927
11,2539,4,978904142
11,994,5,978219733
11,2109,5,978903658
11,3418,5,978219776
11,1244,4,978903024
12,1193,4,978220179
12,1198,5,978218949
12,593,5,978220193
12,3897,4,978218949
12,2804,5,978220237
12,919,5,978220120
12,858,5,978218949
12,3658,4,978220216
12,111,5,978220179
12,1221,5,978218949
12,3265,4,978218916
12,1303,4,978218916
12,999,4,978218568
13,1259,4,978202246
13,589,5,978201811
13,1331,4,978201342
13,1262,4,978202201
13,1196,5,978201342
13,590,4,978202246
13,1197,4,978201320
13,736,4,978202073
13,1198,5,978202201
13,593,5,978201672
13,2571,5,978201740
13,318,4,978201660
13,1356,4,978201843
13,1287,5,978202219
13,329,4,978201987
13,2161,4,978202353
13,1291,4,978201320
13,3479,4,978202283
13,260,5,978202219
13,1372,4,978201884
13,1374,4,978202328
13,919,4,978202201
13,2686,4,978201777
13,1527,4,978201859
13,780,4,978201927
13,296,4,978201368
13,1544,4,978202073
13,50,4,978201724
13,1127,4,978202328
13,527,5,978201660
13,1204,5,978202201
13,2370,4,978202417
13,1210,4,978202282
13,1580,4,978201884
13,110,4,978201777
13,2028,4,978201687
13,480,4,978202328
13,1097,5,978201368
13,2046,4,978202417
14,2997,5,978200689
14,1263,5,978201280
14,2731,4,978201317
14,3033,4,978200320
14,2686,5,978200975
14,2762,5,978201003
14,2692,4,978200975
14,3578,4,978200828
14,296,5,978201244
14,2920,5,978200528
14,3081,4,978201003
14,2396,4,978201003
15,3421,4,978196170
15,648,4,978212463
15,141,4,978198350
15,3798,4,978196866
15,2706,4,978196348
15,2707,4,978196389
15,2490,4,978196741
15,1909,4,978198907
15,2567,4,978198847
15,3298,4,978196418
15,3005,4,978196442
15,6,4,978198250
15,805,4,978198420
15,1193,4,978199279
15,1196,4,978212628
15,1198,4,978196126
15,593,4,978199279
15,2571,4,978197870
15,300,4,978197928
15,161,4,978212013
15,1923,4,978198104
15,318,4,978197830
15,1422,4,978212463
15,3461,4,978212698
15,3108,4,978198616
15,832,4,978198581
15,260,4,978212645
15,3113,4,978196499
15,266,4,978198907
15,1370,4,978198772
15,3624,4,978197054
15,2826,4,978196348
15,2683,4,978196389
15,3489,4,978212591
15,344,4,978198640
15,1527,4,978198581
15,2762,4,978196817
15,2694,4,978196418
15,1892,4,978212431
15,3499,4,978198323
15,1968,4,978196188
15,356,4,978198169
15,2268,4,978196975
15,1466,4,978212166
15,1396,4,978198442
15,2840,4,978196848
15,2841,4,978196848
15,2916,4,978197453
15,500,4,978198493
15,3578,5,978196546
15,364,4,978198062
15,1610,4,978198169
15,367,4,978212166
15,47,4,978198104
15,3147,4,978197971
15,3148,4,978197985
15,1619,4,978211867
15,3723,4,978198394
15,2858,4,978196348
15,50,4,978197842
15,3155,4,978196389
15,1625,4,978198456
15,1487,4,978198011
15,524,4,978198150
15,2501,4,978198125
15,527,4,978197830
15,457,4,978197971
15,2433,4,978198735
15,1704,4,978197887
15,2000,4,978197004
15,2001,4,978197004
15,2006,4,978197453
15,539,4,978198469
15,73,4,978197903
15,3174,4,978196657
15,3176,4,978196848
15,3178,4,978196210
15,104,4,978198235
15,1210,4,978212663
15,3753,5,978196741
15,1213,4,978212141
15,3256,4,978198236
15,110,5,978196933
15,2389,4,978212352
15,2028,4,978197856
15,553,4,978198649
15,480,4,978197998
15,628,4,978198040
15,3408,4,978196499
15,1804,4,978212312
15,1805,4,978212185
15,2394,4,978196775
15,2396,4,978196817
15,1597,4,978212463
15,1092,4,978198581
15,1810,4,978198834
15,1672,4,978198442
15,2115,4,978212720
16,1682,4,978174296
16,1269,4,978174240
16,2572,4,978174414
16,2581,4,978174695
16,2683,4,978174414
16,2761,4,978174639
16,2699,5,978174414
16,2355,5,978174443
16,2369,5,978174535
16,3175,4,978174568
16,2394,5,978174720
16,2975,5,978174443
17,1179,5,978160157
17,2553,4,978160616
17,3793,4,978158689
17,1253,5,978160616
17,720,5,978159210
17,1185,5,978158471
17,3503,5,978160490
17,589,5,978159435
17,1909,4,978160848
17,223,4,978159762
17,3006,4,978159859
17,1408,5,978159642
17,3879,4,978158689
17,1265,5,978159784
17,1193,5,978158471
17,3510,4,978158656
17,1196,5,978160436
17,590,4,978159683
17,2640,4,978160887
17,593,5,978159289
17,595,5,978159762
17,2571,4,978159435
17,300,5,978159815
17,3375,4,978160887
17,235,5,978159815
17,162,5,978159435
17,163,4,978160304
17,164,4,978161166
17,2140,4,978160792
17,1343,4,978158536
17,1270,5,978158536
17,1274,5,978160490
17,741,5,978159351
17,1921,4,978160616
17,3527,4,978160546
17,1923,4,978159859
17,2657,5,978160933
17,316,4,978161068
17,318,5,978159234
17,319,4,978159896
17,247,5,978159989
17,1356,4,978160792
17,750,5,978160490
17,1284,5,978159013
17,1358,4,978160178
17,2660,4,978160437
17,2661,4,978160739
17,2662,5,978160680
17,2664,5,978160546
17,3033,4,978160993
17,2093,4,978160887
17,3471,4,978160490
17,260,5,978160436
17,2311,4,978161068
17,3114,5,978159386
17,2173,5,978161068
17,198,4,978160680
17,913,5,978159013
17,1374,4,978160792
17,1376,5,978160792
17,3624,4,978158656
17,2752,4,978158471
17,1019,5,978160993
17,2321,5,978160304
17,1527,5,978160260
17,3700,4,978160792
17,924,5,978160490
17,3701,4,978160848
17,780,4,978160993
17,3703,5,978160546
17,2901,4,978160848
17,3704,4,978160848
17,2762,5,978159467
17,30,5,978159142
17,32,5,978160490
17,428,5,978159784
17,356,5,978159896
17,34,5,978159683
17,2407,4,978160848
17,2268,4,978159683
17,3713,4,978159210
17,2912,4,978160228
17,866,5,978159315
17,3717,4,978158779
17,2916,5,978160546
17,3576,4,978160616
17,3578,5,978158656
17,1610,4,978159762
17,293,5,978159683
17,3070,5,978160848
17,1614,5,978158471
17,296,5,978159386
17,3147,4,978159989
17,3148,5,978159989
17,1617,5,978161166
17,942,4,978159040
17,3658,4,978160739
17,2858,5,978159467
17,50,5,978159289
17,446,5,978159351
17,3156,4,978160993
17,2355,4,978159683
17,2282,4,978160337
17,2287,4,978160680
17,2288,4,978160616
17,2289,4,978159713
17,1127,4,978160616
17,1129,4,978160792
17,3300,4,978158689
17,2501,4,978159815
17,1997,4,978158656
17,527,4,978159210
17,454,4,978160260
17,529,4,978160304
17,457,5,978159859
17,1704,4,978159386
17,1635,4,978160304
17,1200,4,978160436
17,3745,4,978158656
17,968,4,978160739
17,1206,5,978160490
17,1069,4,978159013
17,3246,4,978160129
17,76,4,978160887
17,3175,5,978160792
17,2377,5,978160993
17,2010,4,978160436
17,2011,5,978160933
17,3751,4,978158656
17,1210,4,978158536
17,3827,4,978160887
17,1213,4,978159386
17,1214,5,978160436
17,1215,4,978160546
17,610,4,978160993
17,541,5,978158919
17,1077,5,978160680
17,3256,4,978160337
17,2527,4,978160680
17,2455,4,978160739
17,1653,5,978160680
17,1580,4,978160933
17,110,4,978159386
17,2529,4,978160546
17,1729,4,978160337
17,1584,4,978160616
17,2021,5,978160993
17,2028,5,978159289
17,3699,4,978160739
17,480,4,978160075
17,628,4,978159989
17,3267,4,978160304
17,2396,4,978159467
17,1594,4,978160129
17,1301,5,978160680
17,2105,4,978160933
17,3417,5,978160437
17,2542,4,978160337
17,3418,4,978159568
17,1748,5,978160157
17,3927,4,978160933
17,1240,5,978160490
17,2116,4,978160993
17,2117,4,978160680
17,2046,4,978160887
17,2985,5,978160933
18,2987,5,978154285
18,2989,5,978153344
18,2622,5,978152574
18,648,4,978153370
18,2628,4,978152515
18,1682,4,978156582
18,1688,4,978154834
18,3793,5,978153146
18,2993,5,978153192
18,1185,5,978156822
18,1259,5,978154361
18,586,4,978155233
18,1907,5,978154962
18,588,5,978154798
18,589,5,978153053
18,1,4,978154768
18,158,4,978154534
18,2137,5,978154798
18,1408,5,978153146
18,2139,5,978154798
18,1193,4,978156168
18,1196,5,978152973
18,590,4,978154388
18,1197,5,978154361
18,1198,5,978152973
18,592,4,978153219
18,594,5,978154834
18,595,5,978154834
18,596,4,978154834
18,3448,4,978157295
18,2573,4,978157068
18,302,5,978156954
18,232,4,978156766
18,163,5,978153303
18,2140,4,978152454
18,1411,5,978156232
18,2141,5,978155039
18,2143,5,978152573
18,1271,5,978156999
18,1274,5,978154332
18,741,5,978154907
18,1275,5,978153241
18,2078,4,978154834
18,313,4,978154962
18,1784,4,978156849
18,249,4,978157082
18,2080,5,978154798
18,2081,5,978154931
18,2082,4,978155318
18,2083,5,978155293
18,1282,5,978154834
18,2085,4,978154907
18,1357,5,978156876
18,2087,4,978152486
18,2089,4,978154982
18,2739,5,978156836
18,3396,5,978155165
18,3397,5,978155207
18,3398,5,978155234
18,3399,4,978155339
18,1500,4,978155654
18,3034,5,978154834
18,3108,4,978156893
18,2161,5,978152486
18,2090,5,978154982
18,902,5,978152203
18,1291,5,978153033
18,2167,4,978153370
18,2096,5,978154907
18,838,4,978157335
18,1873,5,978156055
18,3479,5,978154409
18,10,5,978153344
18,260,5,978152454
18,261,5,978157259
18,262,5,978155186
18,17,4,978156535
18,2248,4,978156430
18,1378,4,978153683
18,919,5,978154361
18,2826,4,978153540
18,778,5,978156753
18,412,5,978156986
18,1956,4,978156476
18,2686,5,978156368
18,3489,4,978152574
18,26,4,978157335
18,920,5,978156444
18,1527,4,978153329
18,3703,5,978153104
18,1387,4,978153033
18,3704,4,978153493
18,3633,5,978153219
18,3635,5,978153146
18,1022,5,978154907
18,1960,5,978156549
18,3639,5,978153146
18,2764,4,978155766
18,1962,5,978156664
18,1025,4,978154962
18,3494,4,978154433
18,421,4,978154467
18,1028,5,978155186
18,1029,4,978154931
18,1967,5,978152515
18,1968,5,978156582
18,353,5,978153426
18,34,5,978155186
18,2336,5,978156489
18,288,4,978153612
18,2193,5,978153476
18,2194,4,978155766
18,2268,4,978156753
18,1396,4,978155721
18,1032,4,978154907
18,1033,4,978154982
18,3578,4,978153104
18,364,5,978154798
